t_index,date,P01,P02,P03,P04,P05,P06,P07,P08,P09,P10,C01,C02,C03,C04,C05,C06
112,2025-04-23,0.0,0.03722594936994558,0.718422552786097,0.19950163966750756,0.6541866119058112,0.7191063213411848,0.628313983370117,0.2540558166648089,0.5172425546567052,0.44904253220435597,,,5.174365339863045,6.856969297286849,3.3272855613464127,2.0917006727388165
113,2025-04-24,,0.02989774491031407,0.45640177101223023,,,0.7197999207038409,0.6522139154403286,,0.425342417545133,0.6955757939159957,4.774493406606874,3.928588313245921,,7.049669809754551,,
114,2025-04-25,0.06410893465591946,,0.589755897554594,0.48892204462168914,0.7480091783316805,0.8458074523020409,0.6982541905282204,0.3338718005312149,0.0454441065076312,0.40869710388430264,,4.874554857921018,,7.401683958295898,3.4486287365102783,
115,2025-04-26,0.10716687680458672,0.21949942202512412,,0.36977348397107435,0.5293297065176241,0.9045835605896382,0.6402384549592699,0.253031731564538,0.07758118478584917,0.4420898093399376,2.133545396713865,3.8263816267725543,,7.640673917949238,3.6952109735530594,
116,2025-04-27,0.0,0.17657060365891997,0.38071416964852556,0.4142637682830545,,0.591391471761468,0.7127014915692469,0.142778694135359,0.03275937035912653,0.3990205816029532,2.310526388930011,,4.870229963133163,7.503803284678403,,4.955298253557228
117,2025-04-28,0.06875160120617357,0.18304151910608424,0.25046511488435297,0.4518807590688269,0.5272972209835647,0.5638468468156069,0.7085325798142732,0.16500285322513458,0.14879494689920086,0.4514708567030653,,3.24718111066521,4.846656366951517,6.63653044203387,,4.961452848938118
118,2025-04-29,,,0.26865363360636285,0.40470140043415603,0.5608131815088924,0.4079276487049269,0.589820380167717,0.5738861257512001,0.2080041456888723,,,3.092460073777209,5.2846639452587905,6.060532406716841,,5.473480714797678
119,2025-04-30,,0.3510898957730184,0.36450407900922216,,0.5196606062386138,0.45130266713188305,0.6372847256028239,,0.3312960162465243,0.37986758371910223,,3.066668967077354,,5.238030819960046,,5.007548926387623
120,2025-05-01,0.30612262216640124,0.18686368169770112,0.4611574206569217,0.538289782449726,0.6514857034134731,0.4470081176324628,0.5398143210138695,0.4810332668189905,0.3542523394295255,,1.5555080071881207,2.9378472829260227,,,,
121,2025-05-02,0.21810972979499346,,0.319845473419316,,0.5643961587852343,,0.6088013513150583,0.698153877203036,0.42424769720462197,0.5263314416460201,1.912995672870695,3.5237009094314384,3.342758231167501,5.8075536615669865,,4.975483759123377
122,2025-05-03,0.32822617793025244,,0.317451886084891,0.5548019371899151,0.5815829734965108,0.4654660155260751,0.6224023866674663,0.7280816206923569,0.46099994517995063,0.4296621891987806,1.919643262389788,3.345681355555748,3.3306309962281664,5.698714653180214,,4.668075212311443
123,2025-05-04,0.3461081008714759,,0.3356497278369752,0.5912507091373247,0.5855953182596008,0.3813477255421137,0.7567142054158431,0.6803166286738644,0.3886397335940406,0.4237952873716523,0.9761032874565606,,3.2991732885511027,5.025022029258379,1.016927726684651,4.308467154334757
124,2025-05-05,0.43120516121160724,,0.07373989720155721,0.6142579766184108,,0.36445087544892585,0.5588071603242772,0.6194531512717713,0.37431071955084944,0.3855669793337007,1.0553073850652859,,3.0408717803640517,,0.9974050001736777,4.024092084568393
125,2025-05-06,,,0.0,0.40033315680410747,0.322828209814939,0.22708453835809347,0.5717746530213306,0.5172907504035829,0.3976542002815531,0.3864659260052479,0.8206757460347438,3.053649348175397,,4.17751205776987,1.2925776707934662,4.103281337172781
126,2025-05-07,0.6598679759826003,,0.10771252561696978,0.34571876679868135,0.3112419020702552,0.20903905794706434,0.6077278973212396,0.663445018029448,0.46395424162290116,0.5094566314956976,1.2723945008480966,2.906028163351298,2.4597233629855393,4.324101905442118,,2.6536136966850368
127,2025-05-08,0.6263611676989159,,0.11278699428971564,0.5755345566727713,0.40050663755194293,,0.8104319628467623,0.7032709201386481,0.4586305163299513,0.5193714602441849,0.9836713188261043,,2.290400632166195,3.4241138125161052,0.39679503238451375,2.8093286603402676
128,2025-05-09,0.5979293154054617,,0.17048646631502218,0.5577879713823178,0.34707095683853423,0.2688820742201049,0.6996214110944985,0.7379342169996619,0.44232474079930884,0.6170047834759937,1.2551747349557771,3.420067804442187,2.2663466623561312,3.095230074437333,0.3939851485680027,
129,2025-05-10,,,0.13322582555415277,,,0.31879926581373025,0.6441666405359234,0.6961484678160591,0.43982789429428487,0.5532698784212763,1.2934108076365474,2.8209336471433804,2.9607253587992632,2.355259206584687,0.9714055108969273,
130,2025-05-11,0.6109162522097049,0.37814688693220694,0.14136354945492705,0.7542553006028628,,0.6097766665746049,0.5682645539118232,0.6858936925307129,0.3753783441236153,0.6081800964553477,2.3643032046215655,2.486515498068915,,1.4148748649293676,0.9618969235494403,
131,2025-05-12,0.7196643811374395,0.18311040988799396,0.25722854659422745,0.676919167316297,,0.6774468115572475,0.5454280877914327,0.5533358134573937,0.4075746998463556,0.5216185745489113,2.319015919366892,2.5311196742773667,3.404748073090666,1.6601175637284833,0.9893155456044046,3.325621877026507
132,2025-05-13,0.8133271847187729,0.10517037440993829,0.3320296747614934,0.5889888459121109,,0.6665329316011862,0.6439906599539862,0.6427003805115323,0.3728069688518616,,1.7540476190098007,2.766144460785949,3.9323018554240723,2.650776331044919,0.9610493464778953,
133,2025-05-14,0.8175383392267599,0.1997992040531283,0.26615744830636145,,,0.26400796927997916,0.6655531905623913,0.5831685595108937,0.379700557775988,0.49627788635599324,1.0459341006627674,3.2244081548622407,3.1485527570515575,2.8672582174162873,3.1904451994660503,4.842312918671535
134,2025-05-15,0.7791100117947525,0.10273334185997995,0.24762232040472965,,0.3493188453603017,0.317054300295945,0.731823024364531,0.6709244091709977,0.6236090167551863,0.5090955386784657,0.697263564971449,2.1027050934666063,2.057877800042094,2.7314015669017935,3.047894271650884,4.183943010544563
135,2025-05-16,0.4920571198984911,0.20654118303810434,0.2686197525472069,0.3631978446332459,0.3450965434922192,,0.9061914840803558,0.8272391869716005,0.5715561631806784,0.49314208950457084,0.6467049595185255,,2.673346246929714,2.5991315514500184,2.186246258848752,
136,2025-05-17,0.28256967560512425,0.10527713572248984,0.12404188588381754,0.5170285968982561,0.5008002388973622,0.7938748884151948,0.8567628239982968,0.6361628187212014,0.5289668971498408,0.3354464776983108,1.544603542218478,3.0213742971234847,,,3.187752352985421,2.8382065795134053
137,2025-05-18,0.2339122864576282,0.041503314528780866,0.2235066631135717,0.4911045426555736,0.37520474548339966,0.8990558115706726,0.8030659095698085,0.5972100193110284,0.6777656997033804,0.3563601828732412,,3.986319224981252,3.1400452230306692,3.9816424918836795,2.9086946399735343,3.013980924449898
138,2025-05-19,0.31399055012821286,0.2702481799464639,0.24389970932340924,0.4866113224318368,0.14737979877305996,0.9170547164101587,0.8494875198200561,0.48135736359025816,0.47769786329113206,0.3707141549728658,,4.078620071519732,3.028336373833655,3.778726989889048,2.054126253433214,2.607519477135856
139,2025-05-20,0.38105417644372147,0.407619546724296,,,0.02816925085742175,0.8075651604722192,0.6677270596848489,,0.5252628919419211,0.3945712277928553,1.6670238127806254,4.464744972027543,3.1227720235488463,,2.4295148070480748,2.9252473441554923
140,2025-05-21,0.371046096664641,0.3394285420049771,,,0.013712451900231987,0.7305769763756244,,,,0.7069109858828017,0.9511348307368925,4.834289772245329,,4.371723050193484,1.9682491526046726,3.5771926081586454
141,2025-05-22,0.43101170839200703,,0.2540937251893964,0.5346742504440422,0.01596130392490496,0.8157349055179999,0.7953089280407049,0.5381171134475551,,,0.2987831851135202,4.616570819643408,3.4575969445652475,,1.369660212043588,4.805607799406399
142,2025-05-23,0.2887506649253971,0.482704706449883,0.37449316499900714,0.47691156549205804,,0.7352536492076005,0.7902613444708694,0.45460991654900507,0.4243369587865633,0.6275103877388036,1.4914318070810753,5.0132059602177605,,5.6509305440513025,1.399755218305521,4.709420059373801
143,2025-05-24,0.3665122100142845,,0.13010898327634354,0.46637101462566966,0.08654026667680353,0.5697270091874868,0.7156553924773049,0.6231480743157309,0.4087820242841599,0.5292054866029802,0.7762740942429791,4.524868521898449,3.921936161212973,4.840902199618469,,
144,2025-05-25,0.5094994721136805,0.3374273828743243,0.18321674476604563,0.44789561151818064,0.12908770971287328,0.5958592303432373,0.7309486420280458,0.6462733234462966,0.3352372523058585,0.42887837867582795,1.2195573209189043,4.032250272116439,4.3515128902190385,4.992824171290217,1.497834802124952,3.7690712024329764
145,2025-05-26,0.5523855037343735,0.39737794554460887,0.18433127718679174,,0.31990504316771573,0.5399376200784507,,0.8427400860409476,0.3104035966876548,0.5341880613122556,1.83023422797675,4.332381245447628,3.5606496465835518,5.165707666718471,1.409793039908202,3.9505557494277044
146,2025-05-27,0.6393024956874305,0.4377592226782777,0.137093753905261,0.5565406605162818,0.24209963281649438,0.6470823496908318,0.7800458958461454,0.8831133649576101,0.41445954630783965,0.46643167089532633,1.6454680549466718,4.0688482315212715,3.76920029595016,4.403507462916497,1.025963897968022,3.4474234399518444
147,2025-05-28,0.49936066836904136,0.37121459917392274,0.14721948116240385,0.4479749306154529,0.26227240464170226,0.6114609399458533,0.7054750007417221,,0.43067864036457043,0.5119190253027933,1.400625274511838,3.782111591000759,,3.9744899542635275,1.2201619480452937,3.670819205999967
148,2025-05-29,0.5218133287498457,0.4212205499523809,0.27040977253778764,,,0.6299977382024813,0.7641524082848838,0.6324517790330758,0.44467965499174156,0.5499328342606735,,3.6101868233077554,,3.97310261912789,1.7038241031981056,
149,2025-05-30,0.46636844930176463,0.42021110152374946,0.31435186833291634,0.6809806863771238,0.3832317942376076,0.7230477910614415,0.9016718398121993,0.7592692861058786,0.453763978278352,0.6403433394649545,,2.8969190846862007,3.210144108638376,3.446045362055791,,4.0750829796777515
150,2025-05-31,0.2790781896714019,0.4270095846377285,,,0.4095142683503813,0.4985149913583833,,0.8881396741862458,,0.8554327692501964,,3.04853859647517,3.396841373168852,3.538224860432226,,
151,2025-06-01,0.3155737144085159,0.5720620632610959,0.3029900677715116,0.6617492206808658,0.4092945173304441,0.4893260043098464,,0.7740910643648508,,,,3.569947177786203,3.619762755747718,3.51370608052746,,
152,2025-06-02,0.2893355363695676,0.47625621949559566,0.3575248127714944,0.5890759835579038,0.5235772641597314,0.4683432303557492,0.8365978843142389,0.6939883251684625,,0.6672073683326141,,3.2039777444592676,3.4591880763627265,3.682453192069476,2.853347798756548,5.445657738412923
153,2025-06-03,0.3744115554706346,0.4220341355854844,0.16872408816688525,0.4659059978447301,0.6385171178086704,0.45056191094149695,0.6710290250312481,0.9187501319964118,,0.6411462508021998,1.860854180626451,3.9316773927238278,2.9014464490912415,3.0900684669530962,,
154,2025-06-04,0.7545691527019337,0.2206740664068004,0.16427806809593737,0.36098666158878234,,0.4978607734160412,0.6606151605800543,,,,1.519393097476983,3.463339418807944,1.5321071268289284,2.6839028271181755,2.2266609929305363,4.445933020071726
155,2025-06-05,0.5776619157144115,0.3075720878900795,0.12113444362347764,0.3619126521671985,0.8875881863388815,0.5795460594301313,0.7487207543652894,0.82142426204071,,0.6057705945696537,1.4893453856054206,2.6282145463151165,,1.2463144620346034,,
156,2025-06-06,0.6317102527570014,0.31064780414368603,0.14342009611399367,0.4645959872468209,0.9033097279940743,,0.8269062499514006,0.8061169822852567,,0.7002991966692194,1.9004736213865274,,2.3651724394068183,1.1567448552010537,3.0325206420658453,
157,2025-06-07,,0.34860005503716984,0.2546049307156782,0.480603649796298,0.7796586836506336,0.7921592418710388,1.0,0.9700091415175824,,,0.6372255018561779,3.618387571895929,,1.4366441168695792,3.322909819405757,
158,2025-06-08,,0.2732168053603436,0.2053312805985384,0.6756762631158676,0.7405387610614549,0.7960836086008808,0.9683407422972287,1.0,,0.5625746740918001,1.6176057722696908,3.5871151451528616,3.711036559558096,0.8600387616376656,2.84132951761275,
159,2025-06-09,,0.3691206494723448,0.09807087805217395,0.38144888271050237,0.6572517785593689,0.7977859106615534,0.9082664434901859,0.6970949740880944,,0.5296572593077857,1.608004846228908,3.434147766801895,3.286534498301802,,2.61577164345107,
160,2025-06-10,0.34592267371134705,0.1989152508414258,0.19560202516295733,0.4145912909316391,0.6423164898907472,0.5506902035744184,0.8056825577820227,0.5436049092776108,,0.5811534473718756,1.6220743915177698,4.1017622404782434,4.695952835891208,2.917310106729083,2.887842846748671,
161,2025-06-11,,0.09649777760504966,0.37444834217560985,0.5224230954757474,0.7923827199265925,0.12139343588715623,0.9439471140948139,0.7272484412748847,0.6863409113796323,0.9593517383342156,2.375367806067583,4.250522171040984,4.3723011103002865,2.90975965198103,2.0757388549455524,
162,2025-06-12,0.1646648749320108,0.08247629933140639,0.23483396836310108,0.5044828143290985,0.6877666740954006,0.09644195443260214,,0.6061740445554613,0.42874650992264607,,2.6215850070816256,3.732371761813014,3.9113699341792993,3.0313657229442095,2.2212067028155547,
163,2025-06-13,0.278811562526563,0.386271959328494,0.25290488751076684,,,,1.0,0.7701539276759394,0.4096677750903406,0.5735205800389168,4.2877034105017025,3.5187855700208512,3.503608301562243,2.405955048011508,1.3405313920115631,
164,2025-06-14,0.26422437205996513,0.3705766867643941,0.23557234279782308,0.27107056720510736,,,1.0,0.9178470027838591,0.45728714628091893,0.3890834434672098,,3.084629314249914,3.0954620313609484,,2.0246102485604673,
165,2025-06-15,0.15820345091634433,0.2068825706257879,0.23907948186256311,0.29607016024359534,,,1.0,0.7707014359309399,0.4963755166574225,0.5311665027379342,,3.8121892014382817,3.8348364597698814,4.680434028048585,3.03119415584037,3.9403374996178675
166,2025-06-16,0.2203853415160823,0.2557040160694602,0.2220076044873809,0.25567553364920415,0.30992738165251776,,1.0,0.758732953600409,0.3841431765751205,0.603786990018838,,4.59311771682119,5.18699304988532,4.690083800605281,2.4378367209458904,4.309950066716644
167,2025-06-17,0.3673695304405735,0.06976353098029339,0.19562998408691443,0.14920213244280156,0.24615884246403333,,1.0,0.6849015524263063,0.4221449926938158,0.530495935320613,,5.292295137181863,5.745689470210295,4.1902147432098475,2.35347893254331,4.871326120272787
168,2025-06-18,0.39639524963832673,0.18144264719420578,0.07257790664880909,0.27159825643281105,0.18860669552749054,,0.9655112548602175,0.6019957728871702,0.4124701307303097,0.5358897466395443,2.303406754179853,5.016415080560853,5.9750646618928105,4.799516901655904,1.4533923646344773,4.766632754328255
169,2025-06-19,0.35162836350256005,0.28927812672113906,0.14187834586722026,0.2629675062671934,0.09057399027870139,0.30164580345947906,0.92641124786177,,0.5405762344307742,0.48016413849088346,2.0345309614217997,4.810449084323508,5.343369364025302,5.302153274578761,,
170,2025-06-20,0.24507021714621516,0.4939086582948413,0.0435846346722738,0.42458323160262296,0.011059365955206873,0.2846188070112185,0.8626993660716311,0.6061689715656989,0.4300929551445699,0.428474176575637,1.841549142540715,4.880118522988102,4.942263217918343,4.657212049009856,0.44887009197774974,4.823997364090875
171,2025-06-21,0.24722542533622763,0.4735728337584615,,0.37920953598821106,0.15540755636047715,0.4134768975367323,0.752713957882709,0.6580419566164551,0.30279192735947796,0.3470425609406031,2.1813355268843617,4.571561563252322,4.031243441468248,5.108805974868287,1.540306907582359,4.9842983626354105
172,2025-06-22,0.3719143896886357,0.33483361587991367,0.0,0.45522206559465506,0.1300150485928539,0.45389797437790985,0.7315078447712288,0.722960048685809,0.45562430475863996,0.43893752449517565,2.1067029410526352,5.04041773778322,4.234606142562728,5.940551229637295,1.7031260222554718,5.471225645634964
173,2025-06-23,0.34616489480150914,0.2125869696741411,0.138148793050424,0.4866477061052212,0.11036872381708424,0.4081365577177504,0.7463861516347993,0.7300767605378987,0.579010798357266,0.2756278836485112,1.8500241188993085,,4.6730121936313225,5.6508741650192205,1.2984134361372535,
174,2025-06-24,0.43153655792107626,0.02789134948112354,,0.5343571990384213,0.07307148634679878,0.4551829392960004,0.6506159201303044,,0.4330691750677796,0.29809678919743837,2.0583908821824357,4.86119266502909,4.46031642572313,4.520373864903663,1.4200151081471506,4.185474155269243
175,2025-06-25,0.3774342353642008,0.008784509338540351,0.13641646520326348,,0.0644260984218318,0.3728083568423441,0.6883626709576631,0.6302309089018937,0.40499909941741485,0.2874565393643929,,4.729729664877287,4.707946847691306,4.45455465403618,1.7260355384721249,3.713970237017976
176,2025-06-26,0.3329225729156265,0.012954484371893372,,0.729153150759119,0.22103309430503248,0.27302369710605245,0.710170705313299,0.7691573245315249,0.3585184638363476,0.4155432844987169,2.516296406483706,4.285988363028519,4.878076017505274,4.326709081780141,1.9176087652138558,4.085146154708633
177,2025-06-27,0.4489041920514583,0.0,0.32445465543683955,0.5494693429061005,0.17326309322561256,0.364976498737913,0.9172690992372796,0.6972502518090522,0.34392948319767236,,1.8102522770942984,,,5.367177669426855,2.2517617140216704,3.5397388501074234
178,2025-06-28,0.42418235389825454,0.0,0.38904670017302423,0.3707367602159327,,,1.0,0.7606444062668032,0.5297042360176,,2.510743368198861,,4.63662273803112,5.027086819973136,3.7882282905869786,4.213885894608132
179,2025-06-29,0.4444964636016284,0.0,0.17418884926777348,0.2988137576737602,0.24232785108901853,0.5329510755365061,0.862563159143253,,0.454810085225932,0.6267136183342097,3.124188450936459,4.20189138266815,5.141978356362072,3.555605689611083,4.095386732202685,3.751119773181462
