t_index,date,P01,P02,P03,P04,P05,P06,P07,P08,C01,C02,C03,C04,C05,C06,C07,C08
113,2025-04-24,0.4202885331642685,0.4237812209263556,0.06795670109673144,0.41115566497760553,0.22043836618009577,0.3194002114703704,0.9317406328900988,0.011723912957599864,4.129694585761558,5.614795627163057,4.839104297566797,4.255438052070623,5.9997088536599374,4.779345997514855,,
114,2025-04-25,0.29149861194915405,0.32119317067750863,0.08854127222849112,0.3480827761492261,0.2014838588232994,,1.0,0.11557648912425701,,5.444387176921707,,3.7285318218489127,6.4128336544868345,,,4.997836167870908
115,2025-04-26,0.3640257187196011,0.5929160612004636,,0.36773878429034196,0.48145467429040395,0.12718678677008616,1.0,0.1731368815192445,3.6156180104731295,6.345403054198674,5.894043376971499,4.1639262435799465,,5.174388919517748,,
116,2025-04-27,,0.31399265750189337,,0.3738573567800435,0.5653585508357326,,1.0,0.09535328605885388,3.2961959970176853,6.914298395145951,,3.928337781362711,8.115379626125744,5.083066950627299,3.5054371327257803,5.613383372883204
117,2025-04-28,0.2538005352416011,0.37434538976885806,0.7066872870127323,0.30951604042219805,0.6061886444920751,0.15754436409884762,1.0,0.21682486740379944,3.4373064512900857,7.185656980175198,5.297852064094269,,7.680251001098094,,4.201839575825262,5.895091755471565
118,2025-04-29,0.21658225762040037,0.36128704227356095,0.8331210967304274,0.3832231633473869,0.5988845435018229,0.2680285776636085,0.9664110667607839,0.1304655786356988,4.865797358649773,7.369962340449356,5.917701027002314,4.301701032939172,7.041720926166936,5.07281981908505,3.9945388209045327,5.968749902784507
119,2025-04-30,0.16486196798016867,0.4252153888196948,0.6304859049005179,0.43602910470191264,0.7567247206112043,0.375359366205836,0.9915228661294306,0.19098850740468243,,7.435922763342991,5.457103106905324,3.318568935033057,6.287903614357507,,3.9026167205184263,5.546539113389084
120,2025-05-01,0.323809844717791,,0.7374978787327435,0.31813273075061393,0.7141864430971308,0.4695918050965302,1.0,0.09281906819391264,5.504225239752452,7.770922638609497,,2.1960532281659075,5.881206798210957,5.676648684377156,,
121,2025-05-02,0.2714507690061396,0.5219036501114575,,0.46989495853711827,0.5678885228181876,0.3012442769838787,0.9810300774786274,0.23449269282327348,4.311393429586383,6.8764981916721535,5.045235928114055,2.9068177166499005,5.0957031917595765,4.285901314772856,4.88869653149706,4.795153564890452
122,2025-05-03,0.29509682138608734,0.4054073889831699,0.7226270720427695,,0.6075700847907467,0.2521150055260239,1.0,0.3113766612303615,3.80587039015192,6.209067976145069,,2.04571898023395,,3.5379420393497636,,4.010412131960856
123,2025-05-04,0.23126657440251286,0.41335140014739796,0.552453350739703,0.40634310672931984,0.42275429916909735,0.09554491367670923,0.8868695428601773,0.21009916961734915,5.288758666987857,6.829036580208668,4.468882756014871,3.022500474914736,,,,
124,2025-05-05,0.17054695705729733,0.30784719356034085,0.6986924541118906,0.623416363735038,0.5201961026156278,0.0,0.8579762194875352,0.24019143920648822,5.851724999837843,7.206579067128092,3.949029929673935,3.4336403092439123,4.539823105710517,3.1061041082796526,,
125,2025-05-06,,0.44695454131074164,0.534456865571644,0.6120856594883323,0.5963315865131587,,0.7873566596936039,0.07320812189590317,5.495742989091053,7.033509585804126,4.095848342904272,5.016161557831679,4.039758475746569,2.6480472886582587,,4.122727524204252
126,2025-05-07,0.3304246255200785,0.4190357504873812,,0.6747493787529186,0.28791714646486893,0.0,0.9325017198102108,,7.375337537323386,8.013804241019852,,4.526112057039939,4.379218825101218,2.056879407620029,,4.391998423361164
127,2025-05-08,0.29160617842594383,0.6643425560921258,0.44441181910464694,,0.16381719441635664,0.10291388701622599,0.7794574764892201,0.0,,,3.7825910151909037,3.974964874239124,,3.4877792710225846,,2.942899472338584
128,2025-05-09,0.23465796641787812,0.7233645767789242,,,0.42101997083897735,0.25472895064305634,0.8943915530032254,0.29645007235962184,7.516898128982767,7.083198410153979,4.2463151920208135,3.7558917956046183,,4.178357105052365,,1.6323218880140187
129,2025-05-10,0.41118581072643046,,0.509846208884839,,0.39403415186665436,0.22600445686201256,0.9535420472771624,0.0,8.102091587835965,,4.415390997219027,3.6737144056535613,3.6266001817521403,4.662371047711312,,
130,2025-05-11,0.2654620953094563,0.4969844029343936,,0.7032242563839844,0.45212370978741995,,1.0,0.10854214968811782,8.571166314049787,,,3.25775584883987,1.8407829221315388,4.047840951682935,,
131,2025-05-12,0.20848085628572688,0.3044290952986103,0.6930617665259843,0.5987752700509095,0.28934415894231114,0.114627125639348,0.9302944427947403,0.1497653479343216,,6.180333342986064,4.588584465892952,3.5041531619081727,,4.020603941200996,1.750863835262979,
132,2025-05-13,0.19996941970241344,0.3773875606428204,0.5988206874253659,0.6243972578412237,0.20220430355915295,0.22624736217696478,0.801499325421183,0.1982656110269126,8.583332869321472,5.1618392413214345,5.3521795819774365,3.086039675614928,1.293771536060892,4.06615342844663,1.2345261215539232,3.9008607981253647
133,2025-05-14,0.3710085168882128,0.46911659917747317,,0.6638929163067941,0.15639093513362118,,,0.22686122394723204,8.386714596703742,4.720089075957887,5.608701408252334,3.0576729494081056,2.523856034149121,3.446142771004543,,
134,2025-05-15,,,0.5737569652998568,0.526112615192686,0.47411207292319035,0.15435794326800345,0.6351719960346031,0.4673435128346749,,4.972440233089765,,,,2.81660452325393,,4.219868386487246
135,2025-05-16,0.39548257220135274,0.6271181897691984,,0.38369291807654227,0.5158159089385252,0.22676368243635694,0.6384637647638771,0.5601248752615431,6.955851515664158,5.632314454643139,5.448564162742664,4.539549484053576,,,4.02656990012299,
136,2025-05-17,,0.5778621327960505,0.8075039506078948,,0.5093884031148008,0.19966603765891153,0.4362103651046836,0.5646982986336732,6.018013791961132,5.87481126776957,6.869358778879538,,5.285718029023597,1.8778973698513688,3.6529986833529753,
137,2025-05-18,0.6157746275437033,0.689621246190802,0.9088148664021023,0.5469765525804252,0.5037548305184895,0.23321470049244047,0.37501608002625086,0.247659393449384,,5.992111106663649,7.225644065824547,5.106572090630538,,,2.995657804434818,4.61114559886545
138,2025-05-19,0.5924911854060871,0.5360471000365914,0.8349868047756122,0.7033873050759464,0.6623638749030377,0.3494391123688101,0.6086939692029267,0.22521555990875508,,7.6123685805734915,5.895908725962514,4.5180518634613875,,1.4693502035130432,3.23379429880035,
139,2025-05-20,0.4562833692383358,0.28303941187152737,0.6133750497644741,0.936162775555688,,0.3914933038277619,0.6447217676083602,0.17251636037092252,6.982483017026013,8.080482373902491,7.031554024300824,4.191702447285855,,1.3191580332871613,2.9707676770242433,
140,2025-05-21,0.5168529583076502,0.24049798397361913,0.5619844814800766,1.0,0.5972469738564892,0.4164768099810072,0.5448902372188922,0.17213135097580054,6.902568579210664,8.358153503125395,6.802920541877094,4.333370256632603,2.1991248538649115,,3.412326367451255,5.990999538727318
141,2025-05-22,0.48965665421690246,0.36657631197347995,0.4454789866430435,0.9866278610249631,0.6651066510840684,0.36674617416339217,0.5099127792492445,0.14251547573961415,5.8512944866153775,,6.813950157935372,4.414865160706653,1.9647546777008262,2.547097136021468,3.9590766663599424,
142,2025-05-23,0.4302191606587473,,0.4716835807320132,0.8623260407924186,0.6620722552250586,0.3974048889754616,0.506325956492181,0.1552687318351283,,6.750796826581337,,4.655173648999882,2.807339196560025,3.8406606416599827,4.211659430140321,5.9651805967941
143,2025-05-24,0.2758744367156249,0.36057499073518795,0.6095244039025113,0.7357193352165625,0.5559711527078106,,0.4625382045761868,0.24658091624880563,5.047771143704069,6.277187297065198,6.762990470216152,5.032516567793131,,3.4481931892502153,5.057090008202737,
144,2025-05-25,0.18275502147365955,0.44276843714184555,,,0.6379383824145816,0.5497091550381984,0.39391147588624376,0.17653764561652455,5.367268851061357,,8.12986069220178,4.234562409123294,1.4862490846995722,1.7792170451553633,4.86891803185071,6.002613954247899
145,2025-05-26,0.09633971520401784,0.46376441879194047,0.6636760911148825,0.5693279178472307,0.8707331088729693,0.673787479447135,0.45506648388082516,0.6360478357565927,5.211718884934267,4.822993891429773,,4.021241811554394,2.3706852155477467,1.6246179263726728,4.403495774949481,
146,2025-05-27,,0.3435882460393975,0.7024131290340606,0.6939923527800501,1.0,0.7967229261276876,0.4277997727280703,0.2894754123198396,6.335479277951299,3.9963394466652904,5.523575408745779,3.695517047953967,2.693632753546586,2.3580192102334085,4.979542276416872,
147,2025-05-28,0.16664485644502644,0.42218614368486007,0.743125853833638,0.9474195253177466,0.7111975303127256,,0.3468955035570323,0.18997723902890362,4.785672599456154,4.470480073227504,4.296030337337255,3.8716061903392363,1.86205947800577,1.4157867029066142,,
148,2025-05-29,0.2667562809046107,0.49468870534292114,0.9416320886743375,,0.714473148487633,0.552852992058142,0.5448155534363011,,4.267529916581794,3.4198147653317443,4.379751909751202,3.087416743915406,,2.2921663686953067,,2.9795665377611495
149,2025-05-30,0.6014308101248016,0.3187092978677268,0.7220254341648429,0.6414847265007928,0.7906224464939803,0.36482195654488764,0.38255413068595023,,4.201390330643734,2.1007957401841475,4.532473076459084,2.9633132163237814,3.247820953554145,2.83655994376347,6.416761952031587,
150,2025-05-31,0.6543028280464089,0.3954596804264719,1.0,0.8949749217696898,0.9493233823510567,0.28857249790750206,0.3490377185473153,,,2.903138364619984,,,3.613060247047254,2.597715558192179,6.319240007500575,
151,2025-06-01,,0.3370803903723333,0.8880740434403871,,1.0,0.2151829806716083,0.5125191161263573,,3.0923244521857756,1.3766522330214155,,,4.386039298484969,,3.9491651307639013,
152,2025-06-02,0.7516554213335891,0.40058815466641,0.9935744228880403,,1.0,0.20802248506522894,,,3.5871218933119833,0.892444964393013,5.253823299499113,1.459107061331115,5.404844789625359,2.6965144211293213,3.1679905318942194,3.6376533943830434
153,2025-06-03,0.6750763818166268,0.49811966681062386,0.8691347038436253,,0.8214338847013964,0.386911805808958,0.28532712915437825,,3.1431822926261694,0.7543914628297551,4.522553462810163,2.3697987803281606,,3.1634352525629845,3.0543605301083745,2.514201163079779
154,2025-06-04,0.6604764821981972,0.6361957521078858,1.0,0.8997582818565972,,,0.3704547236070518,,2.5943294702551487,3.205627906157502,3.3149032477109346,3.002487572402966,7.3807672798266015,2.961290236896495,3.429923001739149,2.6184638518234324
155,2025-06-05,0.7920945018960153,0.4763863171397243,1.0,1.0,0.8975318545281991,,0.4636143328147788,0.0,,3.7340959665195808,3.287295373854798,3.9710656709894114,,,1.3722497016648891,
156,2025-06-06,0.8623356825629508,0.4160335416528388,,1.0,1.0,0.487075841910602,0.35024010424197227,0.0,3.7151208894269065,2.9635016740600433,,3.8836849703359366,,2.88888589606639,1.6164143158273483,2.473290389740446
157,2025-06-07,0.8412913053939277,0.4538578601684618,,1.0,0.9996771915369357,0.3392885593213223,0.15345623931466254,0.0,3.3163219594246693,2.705623370325057,3.9118415231897474,4.369341736936415,,2.8935228435269464,1.3132330720040004,2.638521537118278
158,2025-06-08,0.6090574895747939,,,1.0,,0.4129200321512174,0.20541940382318033,0.0,3.0918529170690996,2.917434088695123,3.7540957684660445,3.549957238340407,,2.8390130576117896,1.3670997352746153,2.2020512843833586
159,2025-06-09,0.3448994607172522,0.4088841967925728,,0.8903533190138887,0.7992205474182491,,0.3409273225919225,0.19160544833453297,3.078831752366701,3.0989844307801224,5.015051732716443,2.658524587174223,,3.2326121914809365,1.048346235586136,3.16454144273453
160,2025-06-10,0.4512148980318714,0.5506015026867611,,1.0,0.6132497872261665,0.41846480858440194,0.33326950216014156,0.29637765503695473,,3.7309774734398,5.708395959024078,2.7676005262756322,,,1.064191199673465,2.771650283092163
161,2025-06-11,0.3741000529747934,0.5352534248586783,,0.9720789276621477,0.61169570027428,0.4229685153631709,0.2531371670290365,0.28669121241540285,3.8310426912263362,3.371013789985765,6.278793053509534,2.649587154698649,,,1.3449988156257162,2.8140391937342586
162,2025-06-12,0.4194232405561562,0.567255519628765,0.6920216458517157,0.8278823604070038,0.5467964544258609,0.38872784816350453,0.42945526803998885,0.38461159289666214,,3.177550723817969,5.459169070387121,2.665186360700801,3.701590148722338,,1.7705515742543838,
163,2025-06-13,,,,,0.5628977347379801,0.42436671074895366,0.3636990320892327,0.17483375345847285,3.2636789580773247,3.9880051239867185,4.244014331130936,,3.1391366068261792,,1.1946874540369632,
164,2025-06-14,,0.6166999143371708,,,0.696807230626378,0.4173128453100997,0.3709377946520418,0.13923233436246196,3.736221638263375,4.486171978565729,3.134319318676155,2.1651428289628805,2.813086115070881,,,3.9433455982375403
165,2025-06-15,0.6119773360139036,0.5655144371621278,0.4765618529424167,0.8741494791148998,0.638056600704845,0.5608503949392072,0.39858634725280717,0.14572889333356048,4.517460943953049,3.833272861791463,,2.2929333035418678,,,0.9328308060471674,3.020797952530466
166,2025-06-16,0.7040374666481335,0.5833240277400507,0.5256160779279389,0.8181826160647473,0.67008120243097,0.3097106841061159,0.26858080697861175,0.057903343959217535,4.878421978600918,4.436226829924486,,2.8951865371346317,4.101887729977844,,1.9493577772835555,3.7333554350129377
167,2025-06-17,0.5376802178790384,0.5306954852880275,0.49251625466867976,0.7751990899851675,0.7219241208684578,,0.17214994977784404,0.25277070640461935,5.12874570713841,4.670253026909142,,3.223674044766003,4.4979656593616175,,2.153929555131046,
168,2025-06-18,0.3988903815317469,0.5461547191994842,0.4536429805403602,0.785102698731364,0.7327086465565609,0.6608459662026639,0.40269027971474286,0.2831921005527896,4.846114411819548,,,3.578320868097977,,,3.595914952977631,4.0529205132402
169,2025-06-19,0.4271365258273787,0.5453755661840765,0.527764541755719,0.6086702254634141,0.6667054860018684,,0.5912169443480884,,5.2039853264956335,5.436303281429964,4.343460725188276,4.14307115156717,5.8424216511862115,,2.8585332835791677,3.6986108373532764
170,2025-06-20,0.26437348245223574,0.5660072456220016,0.5375369297406031,0.6349583602917097,0.5875605577919336,,0.5616529807692959,0.07908977801769812,3.8466578388273094,4.8468398786465965,4.083792114942587,4.2924642789667695,6.204194240251875,5.144159945078481,3.9887021088972405,4.4824997533501385
171,2025-06-21,0.32003115533874377,0.38907746326148107,0.7389993884478735,0.4157326665262746,0.3611022125003192,,,0.04355608863490901,4.072724236915813,4.179916368488055,3.5479329383940748,4.5696407457224435,8.06855384000281,4.293009544483682,3.195542134467611,
172,2025-06-22,0.37483626026354994,0.41609887280227786,0.8826657112172224,0.34764949913693555,0.37021446878187614,0.6375963007330187,0.886617773389467,0.12432809052072605,4.397969985248411,3.828006863135744,5.096220771684999,4.9563182993105155,7.774717549612512,4.076563618412367,2.172009791107466,4.119563302926786
173,2025-06-23,0.3384933205839068,0.31784437046815983,0.8583410610655161,0.4889367515296884,0.30206227400513186,0.5027251505697524,,0.2086550721749905,,4.857696610959769,4.877921810067231,4.436959297515771,6.7749899630136445,3.864189245620235,2.0143764845471135,4.049043316653868
174,2025-06-24,,0.31914824862783026,0.8986462688471462,0.5293992455698691,0.1950021775212185,0.5562884854090856,0.8422542138499421,0.02999022762456674,4.910082347556607,6.221042417859165,4.27277810110734,3.5854821483880066,,3.7564669012615943,2.072974893543888,3.9978262844198094
175,2025-06-25,0.15221000681633548,0.21753640602501645,,,0.15550382040708455,,,0.14402248594660033,,7.530443755042546,4.3991851514683695,3.698966468342035,7.324909552299532,3.973280613561381,2.0553679018005635,3.4372779300578964
176,2025-06-26,0.11249169867591537,0.25984475533115337,0.4957107152668283,0.42798517193268815,0.13679080127389665,0.7877989997099605,1.0,0.23234211521871503,,7.908075945715328,3.476956717912601,5.7343967148538315,,,,2.806953701650042
177,2025-06-27,0.18842508758971802,0.2855610128850692,0.5893503962224849,,0.2646695809877677,0.7726449671296383,1.0,0.5406123835713461,,,,3.4580927733583566,6.171468601563318,4.4784127060531596,2.954123724357866,
178,2025-06-28,,0.3760556556986857,0.4262803813755577,,0.2297141522943077,0.7615065860866794,1.0,0.5548899439985293,,,,3.4703278856406112,6.195590839740842,,3.4622871216543096,4.560346212625172
179,2025-06-29,0.09851165714174251,0.4421770986123205,0.33311159784597544,0.828479516510852,0.5210681537817958,0.697343369917548,1.0,,3.8538323799447167,,,3.6709547753158676,6.568326983511714,5.203590316552555,3.4248133822626,
