pseudoprofile_id,role,var_id,source_variable_id,label,ontology_path,domain,priority,polarity,measurement_mode,measurement_channel,assessment_type,measurement_item_or_signal,measurement_scale_or_unit,sampling_per_day,recall_window,expected_variability
pseudoprofile_FTC_ID015,predictor,P01,,Subjective sleep quality (last night),[BIO] > Sleep_Circadian_and_Restoration > Sleep_Routines_and_Practices,BIO,HIGH,,EMA_self_report,smartphone morning diary,morning_diary,"Last night, how well did you sleep overall? (1 = very poorly, 9 = very well)",1-9 Likert (higher = better),1,last night,medium
pseudoprofile_FTC_ID015,predictor,P02,,Objective sleep minutes (night),[BIO] > Sleep_Circadian_and_Restoration > Sleep_Devices_and_Technologies,BIO,HIGH,,passive_phone_sensor,phone/wearable sleep tracking (OS/native app or connected wearable),passive_daily_aggregate,Total sleep minutes last night (device-estimated),minutes,1,last night,medium
pseudoprofile_FTC_ID015,predictor,P03,,Self-compassion practice / self-soothing (use intensity),[PSYCHO] > Core_Psychological_Skills_Toolkits > Compassionate_Self_Relating_and_Inner_Support,PSYCHO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, when you were upset, how compassionate were you toward yourself? (1 = not at all, 9 = extremely)",1-9 Likert (higher = more self-compassion),6,since last prompt,high
pseudoprofile_FTC_ID015,predictor,P04,,Cognitive reappraisal / thought reframing frequency,[PSYCHO] > Cognitive_Behavioral_Therapies > Cognitive_Restructuring,PSYCHO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how often did you try to reframe or challenge negative thoughts? (1 = not at all, 9 = very often)",1-9 Likert (higher = more reappraisal),6,since last prompt,high
pseudoprofile_FTC_ID015,predictor,P05,,Perceived social support / validation,[SOCIAL] > Social_Support_and_Belonging > Support_Network_Development,SOCIAL,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how supported or understood did you feel by others? (1 = not at all, 9 = completely supported)",1-9 Likert (higher = more support/validation),6,since last prompt,medium
pseudoprofile_FTC_ID015,predictor,P06,,Respite / childcare hours (available help),[SOCIAL] > Family_Parenting_and_Household_Systems > Caregiving_and_Respite_Solutions,SOCIAL,HIGH,,EMA_self_report,smartphone morning diary,morning_diary,"Yesterday, how many hours of childcare/respite (by others) did you receive? (enter number of hours)",hours (decimal allowed),1,previous day,medium
pseudoprofile_FTC_ID015,predictor,P07,,Physical activity (steps per prompt-window),[BIO] > Movement_Physical_Function_and_Somatic_Care > Aerobic_and_Cardiorespiratory_Movement,BIO,MED,,passive_phone_sensor,phone/wearable step counts,passive_aggregated_per_prompt,Steps recorded in the window since last prompt (device-derived),steps,6,since last prompt,medium
pseudoprofile_FTC_ID015,predictor,P08,,Screen time / social media minutes (since last prompt),[SOCIAL] > Digital_Social_Environment > Digital_Social_Environment_Solutions,SOCIAL,MED,,passive_phone_sensor,phone screen-time API (minutes per app or aggregated),passive_aggregated_per_prompt,Minutes of screen time (or social-media app usage) since last prompt,minutes,6,since last prompt,high
pseudoprofile_FTC_ID016,criterion,C01,custom,Acute somatic symptom intensity and frequency,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how intense were any stomach cramps, nausea, heart racing, or dizziness at their worst? (Rate the worst intensity you felt)","1-9 Likert (1=not at all, 9=extremely intense)",5,since last prompt,high
pseudoprofile_FTC_ID016,criterion,C02,custom,Distress from symptom unpredictability,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, to what extent did unpredictable symptoms (coming without warning) make you feel distressed or upset?","1-9 Likert (1=not at all, 9=extremely)",5,since last prompt,high
pseudoprofile_FTC_ID016,criterion,C03,custom,Threat interpretation of bodily sensations,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, to what extent did you interpret bodily sensations as indicating something dangerous (e.g., 'this means something is wrong')?","1-9 Likert (1=not at all, 9=very strongly)",5,since last prompt,medium
pseudoprofile_FTC_ID016,criterion,C04,custom,Low acceptance of medical reassurance / perceived invalidation,,,MED,higher_is_worse,EMA_self_report,smartphone daily diary,end_of_day,"Thinking about yesterday and any medical feedback you've had, how much did tests or clinician reassurance reduce your concern? (1 = not at all/reassurance increased mistrust, 9 = reassurance greatly reduced concern)","1-9 Likert (1=made it worse/none, 9=greatly reduced concern) — note: for model consistent polarity we will invert so higher = worse (low acceptance)",1,past 24 hours / since last diary,low
pseudoprofile_FTC_ID016,criterion,C05,custom,Avoidance of leaving home / travel avoidance,,,HIGH,higher_is_worse,EMA_self_report,smartphone daily diary (supported by passive GPS),end_of_day,"Overall yesterday, to what extent did you avoid going far from home because of fear of symptoms? (1 = did not avoid, 9 = avoided completely)","1-9 Likert (1=none, 9=complete avoidance)",1,past 24 hours,medium
pseudoprofile_FTC_ID016,criterion,C06,custom,Interoceptive hypervigilance (attention to bodily sensations),,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, to what extent were you paying close attention to your bodily sensations (checking, scanning, monitoring)?","1-9 Likert (1=not at all, 9=constantly)",5,since last prompt,high
pseudoprofile_FTC_ID016,criterion,C07,custom,"Functional and emotional impact (annoyance, fear-driven interference)",,,HIGH,higher_is_worse,EMA_self_report,smartphone daily diary,end_of_day,"Overall yesterday, how much did symptoms or related behaviors (avoidance, worry) interfere with your daily activities or cause distress?","1-9 Likert (1=no interference, 9=severe interference)",1,past 24 hours,medium
pseudoprofile_FTC_ID016,predictor,P01,,Cognitive reappraisal / threat-interpretation reframing (skill use),PSYCHO / Cognitive_Behavioral_Therapies / Cognitive_Restructuring,PSYCHO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, to what extent did you use a cognitive reappraisal or reframe (e.g., reinterpreting sensations as non-dangerous)?","1-9 Likert (1=not at all, 9=very much)",5,since last prompt,medium
pseudoprofile_FTC_ID016,predictor,P02,,Interoceptive exposure / somatic experiential practice,PSYCHO / Cognitive_Behavioral_Therapies / Exposure_and_Inhibitory_Learning,PSYCHO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, did you do any interoceptive exposure or body-focused practice? If yes, rate how much (1=not at all, 9=intense session).","1-9 Likert (1=none, 9=very intense)",5,since last prompt,high
pseudoprofile_FTC_ID016,predictor,P03,,Distress-tolerance breathing / downregulation practice,PSYCHO / Third_Wave_and_Contextual_Therapies / DBT_Skills_Based_Therapy,PSYCHO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, did you use a breathing or grounding technique to manage symptoms? Rate use intensity (1=not at all, 9=very much).",1-9 Likert,5,since last prompt,high
pseudoprofile_FTC_ID016,predictor,P04,,Graded behavioral exposure (leaving-home attempts / activation),PSYCHO / Cognitive_Behavioral_Therapies / Behavioral_Experiments_and_Learning,PSYCHOxSOCIAL,HIGH,,passive_phone_sensor,smartphone GPS + smartphone daily diary for intention/effort,passive_daily_aggregate,Passive: max_distance_from_home (meters) in last 24h and per-prompt window. Self-report (daily): rate degree of leaving-home attempt/effort (1-9).,GPS distance in meters (daily); 1-9 Likert for self-report,1,past 24 hours (daily) and per-prompt windows for GPS when available,high
pseudoprofile_FTC_ID016,predictor,P05,,Sleep routine / last-night sleep quality,BIO / Sleep_Circadian_and_Restoration / Sleep_Routines_and_Practices,BIO,MED,,EMA_self_report,smartphone morning diary,morning_diary,"How well did you sleep last night? (1 = very poorly, 9 = very well). Also capture total sleep time estimate (hours).",1-9 Likert and hours,1,last night,medium
pseudoprofile_FTC_ID016,predictor,P06,,Physical activity (daily steps),BIO / Movement_Physical_Function_and_Somatic_Care / Aerobic_and_Cardiorespiratory_Movement,BIOxPSYCHO,MED,,passive_phone_sensor,phone pedometer / wearable if available,passive_daily_aggregate,Total steps in last 24 hours (phone or wearable-derived),integer steps/day,1,past 24 hours,high
pseudoprofile_FTC_ID016,predictor,P07,,Autonomic arousal: HR-spike counts (wearable),BIO / Personalization_Monitoring_and_Data_Feedback / Wearables_and_Home_Monitoring,BIO,MED,,wearable_sensor,"consumer wearable (e.g., wrist-worn HR sensor) or phone-based HR if available",passive_aggregated_per_prompt,Count of HR spikes above baseline threshold in each 'since-last-prompt' window (and daily total); also % time above threshold,count per window; percent time,5,since last prompt,high
pseudoprofile_FTC_ID016,predictor,P08,,Psychoeducation engagement about somatic sensations,PSYCHO / Foundations_and_Common_Factors / Psychoeducation_Modules,PSYCHO,MED,,behavioral_log,app engagement logs (module completion) + daily self-report,passive_daily_aggregate,Number of psychoeducation modules completed yesterday (passive) and self-report rating of how helpful the material was (1-9) in morning diary,integer modules/day; 1-9 Likert for helpfulness,1,past 24 hours,medium
pseudoprofile_FTC_ID006,criterion,C01,custom,Nighttime replay of past conversations,,,HIGH,higher_is_worse,EMA_self_report,morning_diary (smartphone EMA app),morning_diary,"Last night, how much did you replay past conversations in your head as if they were happening now?","1–9 Likert (1 = not at all, 9 = extremely/constantly)",1,last night,high
pseudoprofile_FTC_ID006,criterion,C02,custom,Nighttime anticipatory worry / list-making,,,HIGH,higher_is_worse,EMA_self_report,morning_diary (smartphone EMA app),morning_diary,"Last night, how often did you generate lists or imagine negative outcomes for the near future (e.g., tomorrow)?","1–9 Likert (1 = not at all, 9 = extremely/constantly)",1,last night,high
pseudoprofile_FTC_ID006,criterion,C03,custom,Nighttime cognitive hyperarousal,,,HIGH,higher_is_worse,EMA_self_report,morning_diary (smartphone EMA app),morning_diary,"Last night, how mentally activated or unable to quiet your thoughts did you feel overall?","1–9 Likert (1 = very calm, 9 = extremely activated)",1,last night,high
pseudoprofile_FTC_ID006,criterion,C04,custom,Delayed sleep onset (late sleep timing),,,HIGH,higher_is_worse,EMA_self_report,morning_diary (smartphone EMA app); optional passive sleep-detection,morning_diary,"What time did you fall asleep last night? (enter HH:MM). If unknown, estimate.",clock time (HH:MM) — will be transformed to minutes-since-midnight and to circular measures,1,last night,high
pseudoprofile_FTC_ID006,criterion,C05,custom,Morning interpersonal irritability,,,HIGH,higher_is_worse,EMA_self_report,morning_diary (smartphone EMA app),momentary,"Right now, how irritated or hostile toward others do you feel?","1–9 Likert (1 = not at all, 9 = extremely)",2,since_last_prompt,medium
pseudoprofile_FTC_ID006,predictor,P01,,Morning bright light exposure (minutes within 1h of waking),BIO / sleep_circadian_and_restoration / circadian_entrainment / light_cues / *morning_bright_light_exposure,BIO,HIGH,,EMA_self_report,morning_diary (smartphone EMA app),morning_diary,How many minutes did you spend outdoors or in bright indoor light within the first hour after waking?,"minutes (integer, 0–180)",1,since waking this morning,medium
pseudoprofile_FTC_ID006,predictor,P02,,Evening screen minutes (minutes of screen-on in 2h before sleep),BIO / sleep_circadian_and_restoration / circadian_entrainment / light_cues / *late_evening_screen_reduction,BIOxPSYCHO,HIGH,,platform_api,phone OS screen-time API or smartphone passive logging (minutes of screen-on between bedtime-2h and bedtime),passive_daily_aggregate,Minutes of screen-on time in the 2 hours before reported bedtime (device-reported).,minutes (integer),1,night prior (2-hour window ending at reported bedtime),high
pseudoprofile_FTC_ID006,predictor,P03,,Evening wind-down routine adherence (1–9),BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift / *wind_down_routine,PSYCHO,HIGH,,EMA_self_report,evening_prompt (smartphone EMA app),since_last_prompt,"Since the last prompt, to what extent did you follow your planned wind-down routine?","1–9 Likert (1 = not at all, 9 = completely)",2,since_last_prompt,high
pseudoprofile_FTC_ID006,predictor,P04,,Evening cognitive unloading / expressive journaling (minutes),BIO / sleep_circadian_and_restoration / presleep_downshift / *cognitive_unloading_journaling,PSYCHO,HIGH,,EMA_self_report,evening_prompt (smartphone EMA app),since_last_prompt,"Did you do a cognitive unloading exercise (journaling/brain-dump) tonight? If yes, how many minutes did you spend?",minutes (integer; 0 if none),2,since_last_prompt,high
pseudoprofile_FTC_ID006,predictor,P05,,Bed-use / stimulus-control adherence (1–9),PSYCHO / cognitive_behavioral_therapies / conditioning_and_associations / relearning / *stimulus_control_bed_association_relearning,PSYCHO,MED,,EMA_self_report,evening_prompt (smartphone EMA app),since_last_prompt,"Since the last prompt, how well did you avoid non-sleep activities in bed (phone, work, eating)?","1–9 Likert (1 = not at all, 9 = always avoided)",2,since_last_prompt,medium
pseudoprofile_FTC_ID006,predictor,P06,,Use of scheduled worry time (1–9),PSYCHO / cognitive_behavioral_therapies / perseverative_cognition_interventions / worry_management / contain_and_reorient / *constructive_worry_before_bed_worksheet,PSYCHO,MED,,EMA_self_report,evening_prompt (smartphone EMA app),since_last_prompt,"Did you use a scheduled 'worry time' today? (1 = not at all, 9 = fully used as planned)",1–9 Likert,2,since_last_prompt,high
pseudoprofile_FTC_ID006,predictor,P07,,"Sleep environment quality (darkness, temperature, noise) 1–9",BIO / sleep_circadian_and_restoration / sleep_environment / *sleep_environment,BIO,MED,,EMA_self_report,morning_diary (smartphone EMA app),morning_diary,"How optimal was your sleep environment last night (darkness, temperature, noise)?","1–9 Likert (1 = very poor, 9 = ideal)",1,last night,medium
pseudoprofile_FTC_ID006,predictor,P08,,Morning stabilization routine (light + gentle activity) 1–9,BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / morning_stabilization / *morning_stabilization,BIOxPSYCHO,MED,,EMA_self_report,morning_diary (smartphone EMA app),morning_diary,"Within the first hour after waking, did you do a morning stabilization routine (light + gentle activity)?","1–9 Likert (1 = not at all, 9 = fully)",1,since waking this morning,medium
pseudoprofile_FTC_ID041,criterion,C01,custom,Nightmare-triggered awakenings (occurrence),,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app (morning diary),morning_diary,"Last night, did you wake because of a nightmare? (0=No ; 1=Yes). If yes: How many nightmare awakenings did you have last night? (enter number) AND How much did the nightmare interrupt your sleep overall? (1–9; 1=not at all, 9=completely)",binary flag + integer count + 1–9 interruption severity,1,last night (since going to sleep),high
pseudoprofile_FTC_ID041,criterion,C02,custom,Nightmare vividness/intensity,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app (morning diary),morning_diary,"If you had a nightmare last night, how vivid/real did it feel? Rate 1–9 (1=not vivid/like a film, 9=extremely vivid and real)",1–9 Likert,1,last night,high
pseudoprofile_FTC_ID041,criterion,C03,custom,Anticipatory fear of sleep / reluctance to go to bed,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app (bedtime prompt),momentary,"Right now (pre-sleep): How fearful or worried are you about going to sleep because of possible nightmares? Rate 1–9 (1=not at all, 9=extremely fearful)",1–9 Likert,3,since last prompt,high
pseudoprofile_FTC_ID041,criterion,C04,custom,Acute autonomic arousal on awakening,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app (morning diary) + passive wearable HR,morning_diary,"When you woke from the nightmare last night, did you experience sweating or racing heart? Rate intensity 1–9 (1=none, 9=extreme). Additionally: wearable-derived peak heart rate in 5-minute window after awakening (bpm) and HRV short-term estimate (RMSSD when available).",1–9 Likert + beats per minute + HRV estimate (ms),1,after the awakening (last night),high
pseudoprofile_FTC_ID041,criterion,C05,custom,Prolonged post-awakening physiological/psychological activation,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app (morning diary),morning_diary,"How long did it take you to feel calm/settled after last night's nightmare awakening? Rate 1–9 where 1=0–2 minutes, 5=15–30 minutes, 9=>60 minutes",1–9 ordinal time-to-calm,1,since the awakening last night,high
pseudoprofile_FTC_ID041,criterion,C06,custom,Difficulty resuming sleep after nightmare awakenings,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app (morning diary),morning_diary,"After waking from the nightmare, how difficult was it to fall back asleep? Rate 1–9 (1=fell back asleep immediately, 9=couldn't fall back asleep for long time or not at all). Also: did you eventually return to sleep? (Yes/No)",1–9 Likert + binary return-to-sleep flag,1,since the awakening last night,high
pseudoprofile_FTC_ID041,predictor,P01,,Imagery Rehearsal (nightmare imagery rescripting) practice,PSYCHO / trauma_memory_imagery_and_narrative_work / imagery_and_rescripting_interventions,PSYCHO,HIGH,,EMA_self_report,smartphone EMA app (evening / presleep),momentary,"Today, did you do imagery rehearsal (practice changing nightmare content)? (Yes/No). If yes: How fully did you practice it? Rate 1–9 (1=brief/partial, 9=complete session). How many minutes did you practice?",binary + 1–9 adherence intensity + minutes,3,since last prompt,medium
pseudoprofile_FTC_ID041,predictor,P02,,Presleep wind-down / sleep routine adherence,BIO / sleep_circadian_and_restoration / sleep_routines_and_practices / presleep_downshift,BIOxPSYCHO,HIGH,,EMA_self_report,smartphone EMA app (bedtime prompt),momentary,"Tonight, how well did you follow your wind-down routine? Rate 1–9 (1=not at all, 9=fully). Did you avoid stimulating content and devices in the hour before bed? (Yes/No)",1–9 Likert + binary,3,since last prompt,medium
pseudoprofile_FTC_ID041,predictor,P03,,Post-awakening grounding and paced-breathing practice,PSYCHO / core_psychological_skills_toolkits / stress_resilience_and_downregulation / breath_and_relaxation_skills,PSYCHO,HIGH,,EMA_self_report,smartphone EMA app (morning diary) + optional event-trigger,morning_diary,"After the awakening, did you use grounding or paced breathing? (Yes/No). If yes: Rate how long/intense (1–9; 1=brief, 9=full practice).",binary + 1–9 intensity/time,1,since awakening (last night),medium
pseudoprofile_FTC_ID041,predictor,P04,,Sleep environment optimization (light/noise/temperature/comfort),BIO / sleep_circadian_and_restoration / sleep_environment,BIO,MED,,EMA_self_report,smartphone EMA app (morning diary) + optional passive phone ambient light/noise if available,morning_diary,"Rate last night's bedroom comfort/optimization (temperature, light, noise, mattress) overall 1–9 (1=very poor, 9=excellent). Optional: was a low-light bathroom path used? (Yes/No)",1–9 Likert + binary,1,last night,medium
pseudoprofile_FTC_ID041,predictor,P05,,HRV / slow-breathing biofeedback practice and passive HRV monitoring,BIO / neuromodulation_and_neurostimulation / biofeedback_and_neurofeedback,BIOxPSYCHO,HIGH,,wearable_sensor,"wearable device (heart rate, accelerometry) + smartphone app for practice logging",passive_continuous,"Passive: nightly mean HR, peak HR in awakening windows, and RMSSD per-night. EMA: Did you practice HRV biofeedback today? (Yes/No) If yes, duration minutes and perceived effectiveness 1–9.","HR bpm, HRV ms; binary + minutes + 1–9",1,daily aggregate (last 24 hours) and per-awakening windows,medium
pseudoprofile_FTC_ID041,predictor,P06,,Stimulus-control / non-clock-checking and bed association,PSYCHO / cognitive_behavioral_therapies / conditioning_and_associations / stimulus_control_bed_association_relearning,PSYCHO,MED,,EMA_self_report,smartphone EMA app (morning diary / event if awakened),morning_diary,"Last night, did you check the clock or your phone during awakenings? (Yes/No). How often? Rate 1–9 frequency (1=never, 9=very often). Did you get out of bed if unable to sleep? (Yes/No)",binary + 1–9 frequency,1,last night,medium
pseudoprofile_FTC_ID041,predictor,P07,,Wearable sleep/arousal monitoring with feedback,BIO / personalization_and_monitoring / wearables_and_home_monitoring,BIO,MED,,wearable_sensor,"wearable (HR, accelerometer) synced to smartphone",passive_continuous,"Per-night: number of device-detected awakenings, total awake minutes, peak HR in awakening windows (bpm), nightly mean HR, and estimated sleep stages if available.","counts (awakenings), minutes awake, bpm, HRV when available",1,nightly aggregate aligned to morning diary,high
pseudoprofile_FTC_ID007,criterion,C01,custom,Failure to initiate intended task,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, when you sat down to begin a planned task, how much did you actually start the intended task within a few minutes? (1 = Not at all, 9 = Immediately and fully)",1-9 Likert anchored,6,since last prompt,high
pseudoprofile_FTC_ID007,criterion,C02,custom,Substitution with low-effort rewarding activities,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, to what extent did you engage in easier, immediately rewarding activities (e.g., reorganizing photos, watching videos) instead of the task you intended? (1 = Not at all, 9 = A lot)",1-9 Likert anchored,6,since last prompt,high
pseudoprofile_FTC_ID007,criterion,C03,custom,Susceptibility to distraction by digital/novel stimuli,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how often did your attention get captured by phones/apps/novel stimuli interfering with the intended task? (1 = Not at all, 9 = Constantly)",1-9 Likert anchored,6,since last prompt,high
pseudoprofile_FTC_ID007,criterion,C04,custom,Loss of time awareness during off-task activity,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, to what extent did you lose track of time while doing other activities (i.e., time passed faster than expected)? (1 = Not at all, 9 = A great deal)",1-9 Likert anchored,6,since last prompt,medium
pseudoprofile_FTC_ID007,criterion,C05,custom,Acute panic/anxiety when deadlines are noticed,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how anxious or panicked did you feel specifically because of deadlines or time pressure? (1 = Not at all, 9 = Extremely)",1-9 Likert anchored,6,since last prompt,medium
pseudoprofile_FTC_ID007,criterion,C06,custom,Uncertainty and self-blame about cause of difficulties,,,HIGH,higher_is_worse,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, to what extent did you feel unsure if this was laziness versus a fixable problem, and blame yourself? (1 = Not at all, 9 = Strongly uncertain/blaming)",1-9 Likert anchored,6,since last prompt,medium
pseudoprofile_FTC_ID007,predictor,P01,,Implementation intentions / task-initiation cues,PSYCHO / Cognitive_Behavioral_Therapies / Behavior_Change_and_Activation / planning_and_grading / activation_design / *task_initiation_cues,PSYCHO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, did you form a specific if-then plan to start the next task? (1 = Not at all specific, 9 = Very specific/actionable)",1-9 Likert anchored,6,since last prompt,high
pseudoprofile_FTC_ID007,predictor,P02,,Structured focus blocks and micro-task timers,PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / time_blocking_for_valued_actions,PSYCHO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, did you use a timer or micro-task structure to focus? (1 = Not at all, 9 = Consistently used and adhered to)",1-9 Likert anchored,6,since last prompt,high
pseudoprofile_FTC_ID007,predictor,P03,,Digital distraction (passive phone metrics: screen time and pickups),PSYCHO / cognitive_capacity_enhancement_and_stimulation / cognitive_offloading_and_external_aids / attention_support_systems / reduce_distraction / *environmental_stimulus_minimization_strategy,PSYCHO,HIGH,,passive_phone_sensor,"smartphone OS usage stats (screen_time_minutes, unlock_count) aggregated to EMA windows",passive_aggregated_per_prompt,screen_time_minutes in past ~3 hours; unlock_count in past ~3 hours (collected via OS usage API; content not captured),minutes; counts,6,past ~3 hours (aligned to prompt),high
pseudoprofile_FTC_ID007,predictor,P04,,Time-awareness checks / time-estimation practice,PSYCHO / cognitive_and_metacognitive_interventions / cognitive_remediation_and_rehabilitation / *time_estimation_strategy_training,PSYCHO,MED,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, how often did you check the time or use a countdown to monitor elapsed time? (1 = Not at all, 9 = Constantly)",1-9 Likert anchored,6,since last prompt,medium
pseudoprofile_FTC_ID007,predictor,P05,,Contingency planning / deadline reframing (cognitive restructuring),PSYCHO / cognitive_behavioral_therapies / cognitive_restructuring / restructure_and_install / *cognitive_reframing_of_intentionality,PSYCHO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, to what extent did you do any contingency planning or reframe upcoming deadlines (e.g., plan next steps, reappraise) ? (1 = Not at all, 9 = Very much)",1-9 Likert anchored,6,since last prompt,medium
pseudoprofile_FTC_ID007,predictor,P06,,Self-compassion / uncertainty-processing practice,PSYCHO / change_process_and_therapeutic_phases / behavioral_integration / self_compassion_after_failure_practice,PSYCHO,MED,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, to what extent did you practice self-compassion or intentionally reduce self-blame? (1 = Not at all, 9 = Very much)",1-9 Likert anchored,6,since last prompt,medium
pseudoprofile_FTC_ID007,predictor,P07,,External cognitive offloading / checklists,PSYCHO / cognitive_capacity_enhancement_and_stimulation / cognitive_offloading_and_external_aids / *single_task_context_setup_strategy,PSYCHO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Since the last prompt, to what extent did you use an external checklist or offloading tool to start/structure the task? (1 = Not at all, 9 = Used and followed closely)",1-9 Likert anchored,6,since last prompt,high
pseudoprofile_FTC_ID007,predictor,P08,,Current energy / alertness level,BIO / Sleep_Circadian_and_Glymphatic_Support / Sleep_Routines_and_Practices (proximal energy measure),BIOxPSYCHO,HIGH,,EMA_self_report,smartphone EMA app,since_last_prompt,"Right now (since the last prompt), how would you rate your energy/alertness? (1 = Exhausted, 9 = Very high energy)",1-9 Likert anchored,6,since last prompt,medium
pseudoprofile_FTC_ID007,predictor,P09,,Last-night sleep quality and duration (morning diary),BIO / Sleep_Circadian_and_Glymphatic_Support / Sleep_Routines_and_Practices,BIO,HIGH,,other,morning diary in smartphone EMA app,morning_diary,"Last night: how many hours did you sleep? ______ minutes. How would you rate your sleep quality? (1 = Very poor, 9 = Very good)",minutes; 1-9 Likert,1,last night,medium
