t_index,date,P01,P02,P03,P04,P05,P06,P07,C01,C02,C03,C04,C05,C06
133,2025-05-14,0.20344303223111487,0.6665704327700994,0.8283867703130812,0.5937740867303588,0.4389319101222251,0.6571542132115864,0.20990107790395793,5.30266347590017,,,1.5429389318021138,2.0414628192348205,
134,2025-05-15,0.32491637481487845,0.8236718117253201,0.9853822979021033,0.6793910602854785,0.36961299558829985,0.583733309318672,0.25480588291685247,,2.404371949851786,,,1.7198011566228946,3.841180511231466
135,2025-05-16,0.5794661858856137,,1.0,,0.5142332019151525,,0.4498175592886132,3.776503422050494,,1.3153274198669007,,1.307545546419064,4.755095917312044
136,2025-05-17,0.3644417884662284,0.9255246215822923,,0.7160264844892807,0.6182717995758704,,0.4953905872271212,4.239627035718527,0.0,2.4493744199211918,2.1494716218340977,,5.603080709802782
137,2025-05-18,0.23468976008488665,0.9894688846699519,1.0,0.7526864501296714,0.5927076334497677,,0.35475638102683343,3.7323505942051054,0.8330789825679255,,2.3221313679691247,0.8616504258294678,5.132739335768743
138,2025-05-19,0.15524905290813756,0.9412740674079432,1.0,0.6171153958169585,0.3729200840034949,,0.4279917680996623,3.0625125905708397,,3.2171543067478865,2.1403817944596577,0.9885482913181902,5.93858673681008
139,2025-05-20,0.3876852845458315,1.0,,0.5748391720815406,0.36261429819763236,0.4260551215782909,0.5594165742331002,3.495241950612283,1.1124977867507662,3.425905250042246,2.249795082878339,1.969454112934924,5.2144444314418115
140,2025-05-21,0.6080883001378253,0.7491530538408976,,0.5513993609436172,0.2839303911178509,0.591409364390037,0.5246354664806873,,1.267061010459847,3.4663010582510725,2.5862608211034255,1.614677840655098,4.492272037099931
141,2025-05-22,,0.6498981550706359,1.0,0.38147544862851906,0.29325595861122267,0.46140922923120903,0.4459802086660916,,0.9140136657282409,3.5258799280214754,2.014610747376259,1.7931650908551782,4.217063426211699
142,2025-05-23,0.3320532582187175,0.6993997838317896,0.9396196982225424,0.2773945414561406,0.2253784334328132,0.4492752737968354,0.33057639356169455,3.330210883686826,1.7730948066740237,3.254824515315412,1.0194850342701376,1.083376598864848,4.587989688023982
143,2025-05-24,0.4131882556177051,0.7659481557497333,1.0,0.24838931918543788,0.5373561618124473,0.30023332334575004,0.5118744656400724,2.7141712984584307,0.9744470749354726,4.441749419857397,1.6682045681464737,,
144,2025-05-25,0.2286343210090737,,1.0,0.06025262480440163,0.4816429302084478,,0.4709390836298889,3.958679127471483,1.4576839922042093,2.3525881994999356,,,3.118354429415761
145,2025-05-26,0.2681382094867045,0.8122614011908063,,0.1018514764737008,0.3571004774298654,0.21367606634303934,0.48720988692980427,3.866323046735325,2.521463904982539,2.2371012540972868,1.6647469700453152,,3.1612162965884387
146,2025-05-27,0.5091841485288199,0.576570128507852,1.0,0.030470113850420366,0.1883515301720282,0.186737726127784,,5.480413984631814,2.2893232928516243,2.352650956124535,,5.721335933417623,
147,2025-05-28,0.5464945604933269,0.6606326823389181,1.0,0.08359445369447516,0.25543627177784434,0.3745889095663362,0.22258480852181334,6.296493246719486,2.3799599228748556,2.535959593425521,,5.005148118784541,3.74965232332535
148,2025-05-29,0.7355947276019732,,1.0,0.0,0.28025937781066235,0.3315211131845725,0.3429398328833238,6.602915620339257,3.479855298611272,,3.1972741768955495,4.225286201805874,3.7271735759024764
149,2025-05-30,0.7842980148318877,0.8114593692752623,1.0,0.09318498100874058,0.3213745083662395,,,6.022058441704261,3.669292003355891,,,,4.2961491110319905
150,2025-05-31,0.8069868666276601,0.7114373463412668,1.0,0.0,0.4464332018781769,0.728024980204298,0.4641750421645763,,2.4987338412556808,4.936327579117101,,3.6153333053795884,
151,2025-06-01,0.6657710511124281,0.8618422698380626,1.0,0.318572127300901,,0.5755383894816208,0.37788205546899756,6.708050224567915,1.346861020176448,4.521862087766857,3.3754224777663513,,4.679268041101612
152,2025-06-02,0.6253724912582045,0.8195062394561531,0.856651949184063,0.24502950044501925,0.22925438350209992,0.6804009051608031,0.37083227060701907,7.658580442257936,0.6494798954251663,,,4.311323178340119,4.598962016617742
153,2025-06-03,0.6792824709316034,0.6370023438053263,0.9381409240371388,0.2934690113991739,0.2706955913596334,0.7573070476768013,0.2537956915170029,6.922825970568145,0.696367998856317,4.332695129528158,4.938707769384553,4.4146945931047,4.3996332039191515
154,2025-06-04,0.7212034477910306,0.6426963116397825,0.7493561340717493,,0.19846696982163142,0.8356597143605757,0.09776874547054934,,1.0289505791500342,,2.3828382722237165,5.12890087124455,4.761761131146511
155,2025-06-05,0.47326393628833124,0.9947519703408261,0.7173369560912948,0.10582768169453646,,0.6593993685865025,0.37800660798373964,5.809129204297172,0.0,3.6042410675939416,2.2030805578157286,4.67119578628552,
156,2025-06-06,,1.0,0.5402739331027238,,,0.561197554376651,0.15734167969983176,4.672529876081077,0.0,2.930945904793712,3.574621842913611,4.871861032222808,4.677113390981936
157,2025-06-07,0.600738379387435,0.9575001181999243,0.8253116842979825,0.1236707634549361,0.6782401275797698,0.6412975302881004,,4.25277670092204,,2.4170952574792666,,6.735799818833209,5.15635968314145
158,2025-06-08,0.5426925930193106,1.0,1.0,0.14276123964483478,0.7425060800167015,0.6341499550375936,0.08793502760760186,3.781667136181092,0.29725692425684325,3.2738618158485364,,,4.326343289416123
159,2025-06-09,0.4410316328661907,0.8397737081262542,,0.16714488732127994,,0.7686878822089551,0.044268044450608446,4.062359268561582,1.8038836835502277,3.6546651708307585,,,3.7540092977780963
160,2025-06-10,0.5033722572814939,0.6620974656086319,0.7472279401070925,,0.3543984495837058,0.7459440502643557,0.11967429486138056,4.430725998370923,,2.814571978356069,,5.677809515841052,3.1004699437245375
161,2025-06-11,,,0.9145476754067584,,0.2630445228387692,,,3.480387523547824,2.3463863019671565,2.0173226022803568,,5.917974997087636,3.2681817106128612
162,2025-06-12,,0.8084588049116643,1.0,,0.28408810457335604,,,3.613902161675965,1.6608173169283105,3.0463340621185826,,,3.947551314890246
163,2025-06-13,,0.767143564027142,,,0.2834029399090681,0.7418791676082979,0.41713233142700956,4.459713367845808,2.311983283651007,4.6020372408223,,,4.5729062349326925
164,2025-06-14,0.797714938951757,0.8069997506229293,1.0,0.044053712164514314,0.4332647203323887,0.6774784181120448,0.3385750012349594,3.9971556396951975,2.064082147665595,3.848259494530523,3.1742612808583854,5.179102034193978,4.766875323779688
165,2025-06-15,0.7277707513153434,,0.8388847270077673,0.05678261855430537,0.6858292338503801,0.771031810075913,,,1.7744646451094814,3.9332793127601238,2.3463634528345567,,5.598067079626728
166,2025-06-16,0.5560439324074359,0.7887723641551447,0.875554071856216,0.2263551870153004,,0.8818927481863352,0.16889531062207003,,3.211668707267606,,2.050311323314894,6.503413669222595,6.542333898232568
167,2025-06-17,0.6407774481036226,,0.8802049598576136,0.4263119695543718,0.5260630641702897,0.7608335211250468,0.0,,3.683596444370664,5.080603789932522,2.5320110473189104,7.258875283278738,6.354945796883986
168,2025-06-18,,0.7000877688190528,0.9121832443163217,0.3872558780477387,,0.7634132026122458,,,4.6354405404178465,3.9439017882611385,,7.226717762488315,6.369380130817884
169,2025-06-19,,0.6822332562493022,,0.42767852397061595,0.37847437364696424,0.6449119427899407,0.3788646827290326,,,3.1649677643242002,,6.8441429946126915,
170,2025-06-20,,,1.0,0.37575419873273674,0.4902093518893289,,0.32086793420332915,,3.4841871458779865,4.063418251478337,2.587640393936612,,7.580942683452543
171,2025-06-21,,0.37836882163431357,,0.4705097222392047,0.46622527635248695,0.6922405085904528,0.189905073042203,,3.097872874935822,4.249643282068209,3.463755002036712,5.856778901478766,5.967383185764385
172,2025-06-22,,0.37468492587238056,,0.3457524686818213,0.6673675737083781,0.818289933467225,0.31146332935614346,,2.688903638794752,4.555650675826071,,4.679775143304205,
173,2025-06-23,0.6609682022806715,0.24825335344116597,1.0,0.29049705120881164,0.49289312936174234,,0.3484183249486225,,2.454437693791367,3.929608647776663,,4.1808055317302735,5.795180395564985
174,2025-06-24,0.7530051889211187,0.37717335396698276,1.0,0.3452802215164325,0.5343947864493283,0.6338331438085026,0.44987864826987783,4.744180192963189,,3.6227838901940106,6.7492795854320775,,5.8159891572459
175,2025-06-25,0.8092884265605981,,1.0,0.46077908327636896,0.4896490937631225,0.6575989237834722,0.479719853303681,6.09060226229463,,3.427662347422833,7.238099379759082,5.218375931370085,4.311731378245252
176,2025-06-26,0.46427698236137915,0.550636106506917,1.0,0.24341312738521806,0.40693404513670106,0.6318742059968391,0.5490958698191889,5.131435438825176,4.036003295993622,,5.478192152455882,6.00832308080213,3.4164343969829054
177,2025-06-27,0.5024171476671041,0.41033369442650225,1.0,0.17895949453553267,0.20899420983374584,0.5210032599721345,0.3246342454954171,4.768420060259892,4.55464236401537,3.4937389418943043,6.382388176280057,5.702242369692782,4.092462942906208
178,2025-06-28,0.30548553616528296,,0.9378550159642217,0.17913231569094068,0.20873698527185355,,0.2694842901115869,5.42570408660725,4.929738878760539,3.811798779167193,6.242035504895668,6.415423055387983,5.503571072219177
179,2025-06-29,,0.45122420304382543,0.9661912732761777,0.3502637633773027,0.24381589083206204,0.6930221181452676,0.2625633041551669,4.1443236321540535,3.5477538556339114,4.588491371375425,4.902651841575115,,5.254557295032928
