t_index,date,P01,P02,P03,P04,P05,P06,P07,C01,C02,C03,C04,C05,C06,C07,C08
125,2025-05-06,0.35023688306746753,0.5033417513063616,0.3309462602522083,0.6820835688304553,0.7486200918054622,0.47267619818993883,0.2933249959072882,,4.526990441571637,3.2248510578435012,1.6850386539618294,5.316390799624953,,4.588721064755582,4.136093872443959
126,2025-05-07,0.3175471681685784,0.4891667424031219,0.35773463848110937,0.7206680676324276,0.5415563021062695,0.4942848986269285,0.3459040031797103,,4.307474515753374,4.078636772610696,1.1622295948257715,5.189430106342674,,3.650649062413897,4.5470810059926645
127,2025-05-08,,0.6355691138391213,0.37476991507795204,0.6685984921049852,0.3191915558097725,0.48642783524633393,0.2586477342803456,,4.137019316008802,3.8207196516865434,1.3421333351143927,4.645596738098232,1.9067696720482115,3.854884287364275,3.5210639372524897
128,2025-05-09,0.18907217730713097,0.6044250830792351,0.4693712405916344,,0.4153724096655015,0.5372281316598376,0.2630643602798791,2.0054249095577257,3.886445682827677,,1.1036169810794003,4.787918932200849,1.4556741876766526,3.4679825991334656,3.4098661131321637
129,2025-05-10,0.24259652000525478,0.5328812574176083,0.5342021260966632,0.4675559840280741,,0.628062839377784,0.38885498615643443,2.425329076543619,3.84734933853162,3.1903731597532663,0.4204766143797164,3.644701965690199,1.2836975070241607,4.260523101688166,3.477794345087239
130,2025-05-11,,,0.4880799270162826,0.5959376428546019,0.35963269637121303,0.7100678620962341,0.5172503437525638,2.0894415711027676,,2.344698980320035,0.704527273687323,3.634825230580393,1.5852152959113925,3.3620463082337033,2.6782883739095307
131,2025-05-12,0.27800144493989604,0.43050155815127844,0.3359405479056289,0.5758326261754521,0.29800814523965885,0.6112556221435551,0.4369111775516691,2.126086259235735,3.6530406710969796,3.009853604091463,0.002018803622749865,3.7372066638722683,,3.8995904775253596,2.831651325759802
132,2025-05-13,0.18313734567439927,0.16247071570375837,,0.5917894305336321,0.3482594707441591,0.7051537804608812,,2.165771910530886,,3.6668743039709706,0.42718401854061566,3.4580362727336933,2.0090275044882335,2.7939523739653733,3.5053835417059482
133,2025-05-14,0.28556151256624607,0.062219197492439704,0.5303925488242366,0.6203868821708532,,0.6107034362659565,0.25165890056499063,2.9152594935100558,2.512998873554271,3.4232071427226884,,,,3.771395165115668,3.6653475906358217
134,2025-05-15,0.21740118155502455,0.07688431192532232,0.5439357484189336,0.8141280468705288,0.2605974755558975,,,,2.8064597589837312,3.7209969847677464,0.0,,2.4056665458460205,,3.780482200143876
135,2025-05-16,0.302211141577425,0.0,,0.6942664219093077,,0.8218053225787437,0.4667371907351596,,,3.30845634111314,,4.57173484777803,1.8890245719746916,3.4519265631043616,3.6203358118432116
136,2025-05-17,0.2803210534807267,0.0,0.5534639931834907,0.5592218294690894,0.42124648235222045,,0.7204049890401056,3.842697465225344,,2.9093105910843122,,3.363844426182869,1.8747232776276397,4.055144394145468,2.3697944311367145
137,2025-05-18,0.27019935045047866,0.24572508645302804,0.4847292371909236,,0.6903344661632376,0.8685450194773676,0.7466734124453692,3.881746216745048,2.84358059478317,2.6518580736273374,,,,3.672261198518848,1.8505165435147783
138,2025-05-19,0.5257776138604703,0.45967819367220975,0.35357630104151144,0.5545136182910481,0.6806118592371728,0.6720907265488656,0.6389242348280485,,,3.697914340180211,,3.646989161105531,2.7011131061249642,3.2728657895242548,2.105035463370233
139,2025-05-20,0.4106199164728732,0.6197660839959632,0.31355305150487894,0.7898209278101431,0.6970154986463352,0.7476295549205281,0.5810602055553193,,2.725823627765766,3.6485476577060476,,3.8792313698113556,1.8491858627431166,3.9432520068685166,2.536676877183127
140,2025-05-21,,0.4923279272167789,0.19152469925584462,,0.3864805964307502,0.7852294648792935,0.4737157517937589,3.7063227611919163,3.9158436899212115,3.3018795104882033,0.0,,,3.3160379998184046,3.1060841250423374
141,2025-05-22,0.40850519892140724,,0.11519686855393077,0.887081184469468,0.3129688608475476,,0.54345489347388,,4.163077300896897,3.3223642053277502,0.0,3.6849619022544946,,3.1911143292157544,3.447618857179021
142,2025-05-23,0.609904131552174,0.30606991772402425,0.2800131663785562,0.6699755249731842,0.29803061346686427,0.6828248745432095,0.9188296841354484,3.755468938245338,4.291747989457763,3.240733205530168,,3.9718684800498516,2.8768674775594993,3.527712695349405,4.195044766932216
143,2025-05-24,0.3595715553687532,0.30060249979867393,0.19955418280500442,0.6497664118828744,0.400572973884693,0.38680016357270275,0.8339907482580811,,,2.973439963360161,0.0,2.6363823897608913,,4.167090478676636,3.575706245603672
144,2025-05-25,,0.19504957525156805,,0.6207881245959124,,0.44109746863980315,0.7453146453872639,,5.849648942472405,3.530196473522836,0.035521370296828544,,,4.595730869987554,2.937022952047317
145,2025-05-26,0.20927220514629352,0.07119441120153502,0.2612067105596042,0.5767418434349707,0.11229920188276499,0.36300936979709386,0.603549510943404,,,3.3630266990232727,,2.684457970958478,4.4769890329253315,3.937789140668337,3.0382813355832408
146,2025-05-27,0.2526994250040474,0.03400239139783648,,,0.03687073602773497,,0.6480492782537319,,5.485114356994954,3.350008168493141,0.04779581977420338,3.065636540821383,,3.3769835166087847,3.870884858756295
147,2025-05-28,0.20362432814668513,0.20030094333459264,0.2108225123138049,,0.14357235832008283,0.562141691132114,,,5.0923389384438265,3.6273409385607476,0.0,1.9564860270605542,,3.513233664603808,4.252994276754336
148,2025-05-29,0.35013397927511136,0.3365947336422881,,0.8987181624567759,,0.6916199525701301,0.6373063626619544,,4.625418511161178,3.796783869404451,0.3185192618475084,1.7730497833412442,4.698646182302649,5.126527700359615,3.4856680315033817
149,2025-05-30,0.4317185948045941,0.5043795959777069,,0.7527034249401322,0.183533393129522,0.6334545687142976,0.48854447604227724,3.461842754741213,,4.1068409361359075,,,,4.359597529946222,
150,2025-05-31,0.33350510374341813,0.6213652328033294,,,0.3079666757996791,0.4265724425903449,0.5484814578835985,3.2140852612687465,,4.524823601781043,0.0,2.57746337070751,,5.311017168136752,2.2324103820237347
151,2025-06-01,0.4407613325071834,,0.3864524279148595,,0.4286444199494112,0.31147486133747343,0.47904869325364163,3.628079838477971,4.604789111513938,4.402930476614634,,2.6377856377801114,,4.350005770019056,2.7878127107778337
152,2025-06-02,0.5624864497434123,0.7059409168762828,0.2539170455530822,0.6812649854536452,0.3178907107456279,0.3655837250517386,0.40095322769795816,,5.2794317585856705,4.680760688393675,,,5.948259320751585,3.62653544255616,2.9797920552024197
153,2025-06-03,,0.7106132046237146,0.2547399606088199,0.5801862708416714,0.38033367229938175,0.5392434874520515,0.400207046554405,4.1660311707738344,6.415299939173188,3.5696207587287168,0.0,2.5623406418469523,5.853979283873515,3.223207051923967,2.767161136909114
154,2025-06-04,0.40476766808806713,0.5860339043680858,0.39629325461877934,0.5751913919848655,0.4612022446573315,0.5707548057108571,0.5291213996354296,5.139751513175562,,3.308059063025114,0.0,2.3086967414159005,5.402727761582386,4.149126436541562,2.8289250956590597
155,2025-06-05,0.3397052914187713,0.6131698810108841,0.4141653069139053,0.34985759871621824,0.31810333626475545,0.7059789839111137,0.4569958923294336,,4.302630857267967,2.51478631774523,0.0,,5.053331621103754,,2.5052746441090274
156,2025-06-06,,0.565536414552238,0.4116679520700004,0.33400764810825123,0.27976615850320824,0.5554125219694379,,4.485285933322998,7.634544558706194,2.2570550188533884,0.1211925775779312,,5.0392898360240155,3.845700154115373,3.1167328373873584
157,2025-06-07,0.5558986333914886,0.47876978200835113,0.6163974260611615,0.33199982590725663,0.14455338710346988,0.5188601947622006,0.280042466667099,4.100484463827967,7.2423594410137975,,,,,3.9010794776581394,2.6212309719978926
158,2025-06-08,0.3132742283788302,0.6126924425869396,0.49483903806129526,,,0.6205836185502475,0.17523792502964358,,7.140613537641029,3.561257591267256,2.189844890683915,,4.597935791830497,5.105839392072311,3.311971026031156
159,2025-06-09,,0.7683210325224185,0.5586798789994725,0.5932788958117081,0.09302792545902591,0.6099433838837045,,3.115052939049389,,3.8564687851283557,,,,6.077866517834826,3.4550218439687574
160,2025-06-10,,0.8950950908741024,0.6143907357392786,0.689845894092632,0.20636783912102097,0.5214254453836616,0.4036716495789794,4.968777472608368,5.510792615950867,3.885719274895265,,,,,4.30512000886546
161,2025-06-11,0.19219020244506052,0.8284316346866286,0.376104180209864,0.86277138573235,0.21682124763498353,0.481335247012838,0.3479738197039838,,5.853178473620936,4.9271192197646565,0.0,,5.049274301291121,4.949566024892269,
162,2025-06-12,0.5464874226654417,0.5592515490596655,0.13903518516919366,1.0,0.24324250881569848,,,4.955355255254365,4.699781602534717,4.584475524308184,0.0,5.807508826631639,,4.312624584965755,4.417408339345226
163,2025-06-13,,0.7273825878704027,0.42988880604056334,,0.1651829669851464,0.7252114142747395,0.601011898272748,,4.216740926440258,,0.0,6.584130050011031,,,
164,2025-06-14,,0.7299007235923605,0.4222682083305983,1.0,,0.7368336518411104,0.23145058435668903,3.4760628880035127,5.106567094045699,4.816149949511619,0.0,6.9507036321189055,4.160036920714375,,5.613294224519067
165,2025-06-15,0.45289313008856824,0.6362736649853101,0.2256093792856205,1.0,0.23713604644447522,0.5109130895689185,0.33296796137302864,3.766307789006934,4.130125365155347,5.748339175091613,0.0,,,5.5329784036019305,4.812033068212497
166,2025-06-16,0.43594689423315686,0.7158802060110705,0.4224880686255976,1.0,0.12280349979212107,0.3860241607882433,0.2811189191718042,,,5.033122563466375,0.013419223044822473,6.974398138223373,4.480756251533533,,5.275518075299129
167,2025-06-17,0.2867446261401346,0.7039946261055547,0.24348708320793871,0.8138327415008245,0.12083783491169908,0.2611878102403584,0.26971296533044553,,4.694025114989466,4.958932426911251,1.043370340419305,6.038157804632005,3.978957744976481,4.918065585283494,6.197160226521875
168,2025-06-18,0.4320340554917729,0.7206035404185136,0.2143640660496211,0.6159110074657175,0.21108971199669121,0.3114121464574305,,4.310266241023158,5.17315588950586,4.973062655712227,,,3.9037272854659455,3.9227517835459595,6.613777589842268
169,2025-06-19,0.19856810227585758,0.5683100876006864,0.2977819028251503,0.7361049804216215,,0.4510281778471012,0.3733982408423208,3.9993607606433716,,5.689889974146018,1.9179390985887392,,3.108774299775584,4.1359670790640175,6.096786834319337
170,2025-06-20,0.18295420664074843,0.6509822030475882,0.30180777954114346,,,0.4813269217854466,0.4653881186202774,5.153225303780522,5.162383738642928,5.256623064446683,,6.0766159033342415,3.3175395543650423,,8.032069767451862
171,2025-06-21,0.5181068000331929,,0.30793018961018914,,0.2601511521759108,0.5420804996615292,0.3359472873255497,5.657270171624566,,6.089777024087801,1.3731558743072867,5.646667381023857,,,6.396213092332628
172,2025-06-22,0.18173149881772532,0.4904730537940634,0.15012623117120638,0.8386680811985797,,,0.35694534400982425,5.519146583642769,4.391325053046977,5.32684244669218,1.9453065000641199,,3.478781726384902,4.9623388703418945,6.209385856301759
173,2025-06-23,0.3404864953904463,0.3019260376178333,0.14698733689603105,0.8445975675198345,,0.316718939551052,0.16682856095970564,6.462225426477478,4.122930206454878,5.736717309954271,2.250872500188227,,3.098555377216905,5.747354485210411,5.94872844563668
174,2025-06-24,0.033050803617247826,0.3004371907051774,,0.8545900599254141,,0.43435439008666343,0.2542138881565657,6.73721364662102,4.380583770035276,6.544949086563554,1.7220109332205142,,3.4722446170870582,5.353796495146877,
175,2025-06-25,,,0.2512572322361169,0.9102772733534628,0.0,0.5749099705761986,0.33214590380791686,6.238932583875447,4.093299372610963,5.352076315501303,,5.581432071501933,3.831695910601932,4.54080529084715,4.7464096877734105
176,2025-06-26,0.3064555195225769,0.27532297394568034,0.2446009336512961,,,0.23497490842582502,0.5228775095875303,6.053133568570319,,,2.561381117979937,,,,
177,2025-06-27,0.09180699628079478,0.189272030625676,0.2140761862742894,,,0.23453124852089602,0.45327470539873066,5.269690400513899,,4.507599004275987,3.254594224671962,6.273862326900031,,5.352481893498329,4.302885436421309
178,2025-06-28,0.24159603063154284,0.19121232896385137,0.12162876009762574,0.4622334083687056,,0.27610124295638233,0.5244039489814333,,,,,,3.7283464264883177,4.276160921341134,3.109894567067748
179,2025-06-29,0.24562475824950822,0.302415851906408,0.14268092544531238,0.5696312264264457,,0.04892992672002905,0.912251667973532,,3.35054878609321,6.823417137761524,,5.29441706827133,,5.23679259626216,3.347834701522023
