t_index,date,P01,P02,P03,P04,P05,P06,P07,C01,C02,C03,C04,C05,C06
133,2025-05-14,0.30993277071603786,0.4394170054774788,0.37512364375120677,0.1927655679570964,0.3469834798738436,,0.5240553119135628,,4.304664171175741,6.844013981330146,,4.46845288707612,6.798911147309013
134,2025-05-15,0.42490620709392307,0.4696603813107689,0.3258335827190777,0.15137770294395386,0.16503364938610002,,0.6287088310822333,4.417340033844432,3.7973735071323373,7.131213747654221,,5.06341602740689,6.046494449527308
135,2025-05-16,0.5171803774966693,0.6227222743505574,0.44613514576324176,,0.5194406430147447,,0.6012074710016997,4.248895760626318,4.461904118191401,6.222051165045032,,4.6323923447589666,
136,2025-05-17,0.4983090598541445,0.42390816975280066,,0.2550453944490968,0.5649012398849627,,0.44224127567260174,4.6866946024917695,3.6483840949834385,5.3880723051009545,,5.015897258044802,5.290861522528918
137,2025-05-18,0.6182131158631495,,,0.26602818343739787,0.528165081031533,,,6.492862115219369,4.722944662946265,,,5.124727146096421,
138,2025-05-19,0.4475057729738433,0.5902328898919237,0.35235539926901827,0.38422263843986815,0.37650348605756645,0.8063016865035816,0.5249044836381236,6.18942588595506,4.845564730297825,6.1459259812257505,,5.262569201995363,5.107492386497748
139,2025-05-20,0.34321413225697217,,,0.11431262605755099,0.31355378155892866,0.7345806434450557,0.5715469090105285,6.277751647185375,4.36076715147144,,,5.263673609523992,6.087014601782608
140,2025-05-21,0.5048333758548126,,0.46971391935073725,,0.47895247953353515,0.5717574878192863,0.32044288751752054,6.313578437863838,4.14828897993155,6.039646713054951,,5.210298086770193,5.296223598380828
141,2025-05-22,0.522731158457339,,,0.13412559591368,0.4025971492430885,0.5104439832332901,0.07094782053013904,4.2466007511794635,,,2.751777999742643,,5.130063440207872
142,2025-05-23,0.5432163085224363,,,,0.4294863246841063,0.4986419089740165,0.3154968110586369,,5.182646636728856,5.7199028179812785,1.920021525771419,,
143,2025-05-24,0.4886778369228139,0.7621368841008949,0.6111982118002572,,0.25417871363573047,0.32771923022430727,0.29839132831007636,2.73910886878355,,5.509261187161246,1.8576480267411866,2.9977671747692693,3.5753323390959357
144,2025-05-25,0.46632283309138445,0.7239886304720239,,0.17852143852355065,,0.1797662796932921,0.24477503640484383,3.036339595349235,3.64024855302034,5.0112050055577635,2.342133838943378,,4.68458901848704
145,2025-05-26,0.4892283005742831,0.717712418614253,,0.27633707877560626,0.5632936506785189,,,,,,2.2037619102291766,4.256362252399617,4.432026329644558
146,2025-05-27,0.5252495154887434,,0.43936648284864355,,,,,4.975486854172397,,7.091039408361413,3.0369772681459364,5.770960118471356,5.5981967423112735
147,2025-05-28,,0.7900865218908898,0.7542927544471423,0.4878204092240947,0.6450367826549712,0.3040108793306903,0.39141958457784565,,4.7535678796180765,,4.36829380041699,5.353517760260589,
148,2025-05-29,0.7157067098051619,0.8428071333792375,,0.49122222942327265,0.7970995711420054,0.3374451479352147,0.5110446767334273,,5.41377186098348,,4.845398118016697,5.931470984933071,6.905191382660769
149,2025-05-30,0.82280786719492,0.913156548325592,0.7724986061373388,0.64363589945042,0.8509163851453676,0.5136517523080724,0.4105007568459008,,5.281032237183544,,5.680935122269407,5.930886675070912,8.01090111144451
150,2025-05-31,,,0.8379042396302508,0.5178283653439488,0.8666742522116776,0.6961261267469155,0.10589421171019492,3.868413811858767,,,4.923656166414592,5.908675887815944,
151,2025-06-01,0.6783813303059402,,0.9438856032940496,0.3324822132229438,0.9541476798863955,0.596563468741999,0.1589367747786032,3.5078079480206914,4.881971612795349,3.780895403965393,4.566028828873413,6.45784242615293,6.770678506948684
152,2025-06-02,0.5546553481489677,0.5880671285859963,0.9353330814437761,,0.9031807692276401,0.43018779670508045,0.1310541788245425,3.314495931673606,5.047060353324422,,5.176664451694024,5.524718712113993,6.297500625505933
153,2025-06-03,0.4697893698827228,,0.9630474324237277,0.49096301446023166,0.7143689850611522,0.5118834927509117,0.12764544549966153,2.1467423056762245,4.713071176747876,5.157753582440115,,6.971998922831583,4.848485642263393
154,2025-06-04,0.2989816133212141,0.7851588709434372,1.0,0.4465122084797022,0.49224696140842106,0.5030220026997634,0.10719461901732043,4.691180559540028,4.041832781679366,4.275609548593716,5.206968180935151,7.216192627702262,
155,2025-06-05,0.25504009872767336,0.7265416809890951,1.0,0.5985777685769136,0.5127044663683207,0.6421423746847061,0.385388058527685,4.7575956955708,3.032913230332352,,5.182590584346712,6.053763912366815,4.9064526985481045
156,2025-06-06,0.17868033815653395,0.6101513450404661,1.0,0.49315561253001544,0.4924109660549427,0.784417167026823,0.5508968979433619,5.77078882609832,4.025763462308472,5.197931977894803,4.550847123323013,6.286939597941311,
157,2025-06-07,0.22527036840488962,0.6905885908609489,,0.7249453720980699,0.5102569723700949,0.9191980600555663,0.5913825125096347,5.456477465130367,3.6892661696926865,,3.589330104798184,6.378606629798267,
158,2025-06-08,0.493969866170031,0.7009430763129895,,,0.45085398157239637,0.8204257878440859,0.6846415566141926,,,6.252153162042484,4.699538703859216,,4.965902317213683
159,2025-06-09,0.35879317505074676,0.5572193904385271,,,,0.9021311225793851,0.3275941362636908,,4.733981312735054,,,7.172199926566002,5.283279950224427
160,2025-06-10,0.4885788267989501,0.5668911740828227,0.9153787709056382,0.7944937818867797,,0.689032945825292,0.3598426720099757,,,6.9987577892475645,,5.897030373294888,5.441964486322698
161,2025-06-11,0.44479122935426574,0.5259060627214537,0.8368564364413013,0.8656778225297309,0.5229456319176803,0.9895582148886275,0.15340473916255448,4.114857831540557,5.1234955589152404,5.284568297303917,3.9986006458673358,4.145280020153526,4.311064130463845
162,2025-06-12,0.621821943959269,,0.928435888778247,0.8574204329807131,0.9874247114926515,0.6441444801778174,0.22263043325409282,3.431980094843148,,5.404749680654179,3.592367281260556,5.427795981892025,4.592972761000625
163,2025-06-13,0.5057790988205609,0.39324356240458525,1.0,0.9836754255438747,0.7942331116529942,0.6719543411976128,0.17945564098105132,4.204961388426193,,5.090956710641857,,,3.5526400678436696
164,2025-06-14,0.22430936098289378,0.6916012830644055,1.0,0.9011350741666717,0.8382500403547596,0.7779200601170222,0.15990178162481233,,,5.391285758958633,,,2.4889546432765774
165,2025-06-15,0.22486710038753024,0.608869751142434,0.9312760789095457,1.0,0.5963415642426135,0.6421987084883108,0.32840280874443917,,4.47980879917767,,3.332721131829949,6.2159842998664026,3.1236341682301547
166,2025-06-16,0.14962358439994944,0.4098732956932526,,1.0,0.5498454995482669,0.5736161155227828,0.1593894257761371,6.241584636301788,,,3.7864241436396076,6.26945407912259,4.076914761228062
167,2025-06-17,0.20150769071562732,0.3171874369231531,0.9005305326851207,1.0,0.6430691678342296,,,5.67055456700378,6.562537345885065,,3.925372221526133,7.049540990569756,3.2342670389861006
168,2025-06-18,0.22150915543813696,0.24295625175958935,0.7787669444717812,0.9736721689395993,0.8957388175075568,0.41935026941095477,0.07233069822218628,5.251602633951647,6.18490151679258,,,5.206868754765674,4.696162534040152
169,2025-06-19,0.21013219992648335,0.44390039840268625,0.6122086606600992,0.9471100416005896,0.8392916299688004,,0.0,,4.6246065318131,7.2639166091588265,3.865802604116376,,2.7416561621314033
170,2025-06-20,0.38658206974697495,0.5256364189278568,0.6264146630161307,,0.9600741329248811,0.7519551081013153,0.3236839489917538,,,,4.145133796713818,3.960198449273399,4.348253542302066
171,2025-06-21,0.37685154688239414,0.3817244672223804,0.6551820382882297,0.9671885012146488,,0.8227564983015935,0.41942670639550117,,,8.02216607065215,3.2016998230051334,4.092078593490004,3.426793322973689
172,2025-06-22,0.2389045372953061,0.4878054722491987,0.5807148414475505,0.8824287666567127,0.8173011310390613,0.730660897011188,0.4031078050591036,,,8.755237897431238,2.736519314412851,4.340507045584375,
173,2025-06-23,0.0,0.38663507110218065,0.8665499860488808,0.8950044833637053,0.6600199071635396,,0.3733957695125394,,,9.160973501267952,2.3258779229528077,2.780770932598669,3.0460878748292513
174,2025-06-24,0.0,,0.744183926157787,0.841593518300435,0.6046782048768091,,0.4716592977121416,,,7.357195846560777,2.389551696931716,3.4725628831572983,3.7593824842517756
175,2025-06-25,0.010845020303394334,,0.7232213832714384,,,0.5627440388099524,,3.097585145907857,4.947674957486796,6.399362557723542,4.091211295077969,4.063681048421753,4.476162109396196
176,2025-06-26,0.15206278274486074,,0.6438586340758992,0.953060602041521,0.7574686978619942,0.4705066095275834,0.7069087596731768,2.709831642203378,4.192591428835536,,3.4354618052824932,3.1260470259941147,5.464974315722987
177,2025-06-27,0.14598910030910955,0.42523868469266424,0.8916406033472791,0.8770655374763694,0.6724758712064397,0.504164447936102,0.578965730833725,4.025635682756345,4.333812318006269,,3.233827328688296,2.418632077354018,4.641874194224308
178,2025-06-28,0.24031853572313688,0.6195284529829357,0.71777597148425,1.0,0.45053694175031783,0.41236464351516156,0.5075532629124127,3.0875606593989966,,,3.083437562486333,2.8599153708930007,
179,2025-06-29,0.3980509280654017,,0.5319869423441733,1.0,0.3892762408336632,0.4840978836870506,0.5130922095508055,3.285656043923821,5.0777777921506395,3.3736504578170363,3.8367385104739102,3.6663996273770234,
