t_index,date,P01,P02,P03,P04,P05,P06,P07,C01,C02,C03,C04,C05
150,2025-05-31,0.5527723377006782,0.5160488385277963,,,0.2413440847664895,0.9790830059007903,0.2591209937977532,2.838221159837519,,5.545952549229288,2.7418636995818924,2.6343112232308665
151,2025-06-01,0.5837952558203311,0.6722184454026326,0.3524384304166422,0.5166134488873054,0.22290323678834864,1.0,0.24268033056514848,,,5.902376151524133,,
152,2025-06-02,,0.5672686359725049,0.2913382209729227,0.4175263333651511,0.44810716250716753,,0.1323547660217171,3.053600863372558,3.8139236184145227,,3.4113900148575667,
153,2025-06-03,0.7004062886374648,0.4220773553608401,0.3880415913696879,0.3655050638111777,0.38669297226413796,1.0,,,3.746876891831,,4.209792965092468,4.9636228414491885
154,2025-06-04,,0.21572844994767382,0.4600626288975324,0.6693420773653422,0.23048674624797164,,0.23438159436100395,,4.206175865150975,5.776537707936886,3.6993764273494727,
155,2025-06-05,0.8710803556554707,0.18692550689469045,0.5003247437104725,0.5489640588516604,0.19311680088022976,1.0,,3.9171366692618435,4.7280429927222185,,,
156,2025-06-06,0.6777455712444406,0.05986573396407335,0.4388850776000122,0.4116841479213851,,0.8757585561750332,,,,,2.570963286031656,3.636206873623101
157,2025-06-07,0.5190832035177031,0.043293476212385745,0.41705061078756406,0.4908313674369404,,0.6005965952609265,0.47325410268864254,5.781136762013991,5.619154010392702,5.159175200226802,,4.067856938587859
158,2025-06-08,0.6266170470670095,0.13572536260440143,,0.6780162443095548,,0.5219709545111303,0.5736602548550895,6.317417637743411,5.712237922425007,5.911437478816673,2.87693864757052,
159,2025-06-09,,0.11611409743985998,0.29489948163466323,0.585209154918229,,,,,6.075527862948806,,3.439932416815184,4.206368556403702
160,2025-06-10,1.0,0.2941942011526473,0.5053179160177441,0.5483872851611327,,0.7345095861232334,0.5966135759097108,4.7434482272699166,,,3.8545037645136158,4.4014438505314235
161,2025-06-11,1.0,0.2794567089615001,0.7264237152740428,,,0.7640929834239762,,5.1525817206005335,4.8771510648074035,5.8777669563814525,,4.871227589985267
162,2025-06-12,,0.16222735112742098,,,,,0.7011589729961805,4.046733383345633,,8.026933491692043,,
163,2025-06-13,,0.46897973467098863,0.5688493893165036,,,0.8779077785886197,0.7016625752430675,,3.4144407199235434,,,5.888448890402683
164,2025-06-14,,0.5136392623645106,0.69112991114144,,0.0,,,,,7.136034342573799,,6.412886867280896
165,2025-06-15,,0.385914595504598,,,0.0,0.9517953322802757,0.6888314281782213,4.286797040171677,4.23833437630338,6.981396869355395,3.817016724791999,6.457617689415078
166,2025-06-16,,0.4388964600071741,0.3738828165754965,0.36036591384180294,0.0,1.0,0.46444696446238887,5.423243141279489,5.228963265154965,7.104947768337104,,7.394284839146001
167,2025-06-17,,0.5445735002828722,0.40057954630298803,0.2709376749902097,0.17018653472834766,,,6.37592157777481,,7.960700578125918,,8.468770762767486
168,2025-06-18,,0.5836133122624032,0.45561029641726863,0.36959772129688395,0.3241814959599475,,0.4272130088733944,,,,2.908707057328978,
169,2025-06-19,0.336832447012591,,0.378620523408934,,0.43044080722798744,,,8.360183830973916,,6.253182632256543,3.512597820624534,8.754782822912784
170,2025-06-20,,0.6390696696284475,0.16666027155676322,0.4281152491188761,0.42930814500546877,0.754009217758003,0.4394004671171473,9.38909817139074,5.64134755717195,6.398427207533541,4.10118861117721,8.899422342883042
171,2025-06-21,0.1906222686814363,0.5266299702634322,0.33802370771015855,0.33440641049480785,,0.8975097901305399,0.49286843939606073,9.811756921448474,,6.149696619821683,5.177182792277909,8.081244428572564
172,2025-06-22,0.3078756965295632,0.6041598667092496,0.30356801984471404,,0.38653390559588857,1.0,0.8302080891559462,10.0,7.040858169867027,,,
173,2025-06-23,0.22761978861520538,0.5958175852618183,0.3341135350150017,0.43240743073013665,0.17723825813498023,1.0,0.8553906958036485,10.0,7.03021172167402,5.633742732355422,5.041354146474249,
174,2025-06-24,,0.7327412882699407,0.4776817362262765,,,1.0,0.7747571150844038,9.054814092843227,,5.247650877048789,5.050484138316011,6.382437739572569
175,2025-06-25,0.3661932083636389,0.8883447088230984,0.551373549683938,0.7599685922698604,0.3329449332236572,1.0,,8.716481886263766,5.093375420805733,,4.488662677338507,5.622881068793283
176,2025-06-26,0.17414713976787927,0.5580060542684226,0.7399284247050489,,0.1308155782520573,,1.0,7.822109924810067,,,5.020384130718611,5.803303932732611
177,2025-06-27,0.0158676086064089,0.5036192358763976,0.8071442010361897,0.5766772447776123,0.03841092014533154,1.0,1.0,5.824075728964838,5.306358266901427,,,4.136231200420431
178,2025-06-28,0.0,0.6674777828172951,,0.45820671893168274,0.027231445319434486,,0.9793338565547967,5.772235684145992,5.041195502763524,,5.862315752122609,
179,2025-06-29,0.0,0.7118121457018403,0.10195214005099562,0.5485126422811513,0.0,0.9926389536511963,1.0,4.528835435936849,4.175716918651269,4.265028242426409,,
