t_index,date,P01,P02,P03,P04,P05,C01,C02,C03,C04,C05,C06,C07
149,2025-05-30,,0.0,0.559698207804713,0.529597244713154,0.27959212608886297,5.123287419661429,0.6892274847783444,6.760676430552841,6.175117486428801,4.581909642408294,,3.389698958163315
150,2025-05-31,,0.0,0.5309071127456417,0.5421863649609703,0.15756076105964467,,2.428298147820102,7.568111907622384,,2.769483034151305,3.7927955216791402,3.596390275044785
151,2025-06-01,0.4068749920851672,0.0,0.49305783490643046,0.5487227472220291,0.15314745449944545,4.657379028378479,3.7208302377833906,6.876624650546209,7.391019138549293,3.6618409182843528,5.105287438306028,4.385281386158001
152,2025-06-02,0.4156428299548454,0.0,,0.23911155995007433,0.2488814165642803,4.577157578149403,3.688187244630359,6.0613904938687835,7.7078152052644775,,,3.5342030651610448
153,2025-06-03,0.4559995746889872,0.0,0.660524315726942,0.08258582896516761,0.3410381390445619,5.146375804373012,,6.6218502922833355,8.284635276731496,5.219844281489188,5.693638577678859,4.294644667854447
154,2025-06-04,0.7676181521651575,0.09030557089001529,0.6926966608730841,0.14406035154304028,0.5261448930542393,5.488250622206347,4.887988453479413,6.596707725078454,7.010488911702787,5.460475690284387,6.543510430483563,
155,2025-06-05,0.7449319889694735,,0.7730728811078015,,0.4476511717046221,4.582923887681974,6.01873303023623,,6.832521134845635,3.819211418793758,,5.406100452636429
156,2025-06-06,0.6052289600970168,,0.6373960762593006,0.5064701109041074,0.48051447843850575,5.6314841609027155,,6.81518005579506,6.537898185950768,,,
157,2025-06-07,,,0.4081689851085232,0.28687472049247453,0.300674820925866,,6.6751204085834415,6.1010653466394436,7.341637318158965,4.425719527441223,6.434746200491538,
158,2025-06-08,0.4943285707016707,0.0,0.7157976981526334,0.3930024243448533,0.10658722437847545,,6.349562537916785,,6.893751254024406,4.4830069293635955,6.575720491807485,7.010552409049557
159,2025-06-09,0.5896707990006049,0.15063736427568533,0.5843017000771068,0.38640100305350755,0.05648292688568454,5.189500396308502,4.984021352870035,4.332396600821674,,4.366519850941176,,6.876116799389482
160,2025-06-10,0.6271640431341736,,0.6149529641184868,,0.0866327415561317,4.299964978484786,5.469751838515626,4.300697235119717,6.298120765018523,4.42085407449079,6.931410530125227,5.809391708428087
161,2025-06-11,0.6838196950195646,,0.5274170880364253,0.0,0.16906451547235601,2.990497666194647,4.3414082685704525,3.1351571596435166,,4.813009844892791,6.319629163802968,6.683389920397651
162,2025-06-12,0.7358639768251237,,0.2055191105334101,,0.31469113244657854,3.064555637414872,5.047927432515489,2.898448497216615,6.932662894747247,4.2691969002577865,,
163,2025-06-13,0.8453771928112279,,0.296189088795373,0.0,0.36810667203457187,,4.747951747829616,,7.249340074367131,4.806800353415101,,5.601046500306655
164,2025-06-14,0.49725657481831215,,0.31471296481276323,0.0,0.3412168101925326,4.1728627920159544,5.007031528608482,4.134628705553616,5.4442576383623305,3.5493488046431563,5.6366616490096515,
165,2025-06-15,0.7084028768661296,,0.37593712903699855,0.0,0.5206987015547441,,4.15033426055714,,5.310995707840833,3.5871034877072274,5.885282851725526,4.405186124403288
166,2025-06-16,0.3933822951115075,,,0.00541242396446559,0.6886412453135435,4.188044771341639,3.0143691824668446,4.062029701699457,,3.1663816369276487,6.179363140118594,5.551205859582809
167,2025-06-17,0.33739010965926636,,0.31564842152772815,0.22269868434270323,0.8230524383021576,6.1610296022344295,3.2830338543405913,4.801463349879785,,2.6980388309879624,,
168,2025-06-18,0.5796233063803942,,0.4056633732523208,0.055863132500485246,0.7201080406593938,7.714737897543798,4.155347305880314,4.620117140528606,4.509623745234987,2.1834203796943132,5.315337024776072,6.02942461418573
169,2025-06-19,0.4408090140925547,0.3723221623649048,0.5292600902944252,,0.7591360036169489,,4.014266247689251,,4.4119357014884,3.6294048571518536,,5.988007632364847
170,2025-06-20,0.307307527217502,0.4036955333701234,0.5903922600899877,0.38838433625663454,0.829660531531117,,3.273708294238251,5.5472866949434705,3.572195682708664,,5.687083695261339,
171,2025-06-21,0.08729531200020979,0.6885933117735469,0.528354447956947,0.17230539442405413,0.828421389124686,,3.7766378038386943,5.411762231782274,4.842499227344843,2.675423944434304,6.23629865637289,5.510636551625745
172,2025-06-22,0.12914883444423936,0.5758054770741197,0.428847742260815,0.40918867129392944,0.7494004401745911,5.671886660876174,3.2973812602047343,6.522147770454617,,,5.032617809232198,
173,2025-06-23,0.2602301227027745,0.5331611927944663,0.3171305459448581,,0.654573563575478,3.875033095655943,2.694968827237126,,,,,
174,2025-06-24,0.22539941454573853,0.5051909498585082,0.26535989626610684,0.42638170908869333,,,1.7507810210971742,6.692657133627144,6.95016038345976,4.714527792729042,7.129740060739875,6.843870994118979
175,2025-06-25,0.11603094039622125,0.5110733316447954,0.5308131101531868,0.33756283788197394,0.5278560355548041,,2.3297543089460517,7.763354255761095,,5.1245877868328265,,6.474578071709225
176,2025-06-26,0.3922498092077752,,0.3662067384571094,0.4161812319936854,0.4865351856339484,3.905743956459552,1.7055565427952861,7.770074783709519,7.246432107209231,4.8546814336247115,5.688931025477067,
177,2025-06-27,0.2578972132630929,0.3244611472204503,0.12641646353535935,0.5606601222539319,0.46562509287594783,4.206599441010413,1.3276289050879342,,,3.2648350751432265,6.85154535212038,5.910468692581019
178,2025-06-28,0.23568565012447365,0.35109485399319507,0.22244747610719104,,0.4653768893755247,4.002299543228754,1.9898658479306741,6.8253175078013175,5.136456714315934,4.6697118319793125,5.427502034795329,
179,2025-06-29,0.2963773136635706,0.439647476927277,0.28835732309980255,0.6031997615762765,0.6292309320318606,4.118739981496001,1.9158467226639866,7.118895067088094,4.411732976504835,5.488571214984978,,
