pseudoprofile_id,predictor_var_id,criterion_var_id,relevance_score_0_1_comma5,relevance_score_0_1_float
pseudoprofile_FTC_ID023,P03,C03,"0,50000",0.5
pseudoprofile_FTC_ID023,P03,C04,"0,60000",0.6
pseudoprofile_FTC_ID023,P03,C05,"0,50000",0.5
pseudoprofile_FTC_ID023,P03,C06,"0,65000",0.65
pseudoprofile_FTC_ID023,P04,C01,"0,45000",0.45
pseudoprofile_FTC_ID023,P04,C02,"0,50000",0.5
pseudoprofile_FTC_ID023,P04,C03,"0,60000",0.6
pseudoprofile_FTC_ID023,P04,C04,"0,35000",0.35
pseudoprofile_FTC_ID023,P04,C05,"0,60000",0.6
pseudoprofile_FTC_ID023,P04,C06,"0,30000",0.3
pseudoprofile_FTC_ID023,P05,C01,"0,50000",0.5
pseudoprofile_FTC_ID023,P05,C02,"0,40000",0.4
pseudoprofile_FTC_ID023,P05,C03,"0,50000",0.5
pseudoprofile_FTC_ID023,P05,C04,"0,75000",0.75
pseudoprofile_FTC_ID023,P05,C05,"0,55000",0.55
pseudoprofile_FTC_ID023,P05,C06,"0,60000",0.6
pseudoprofile_FTC_ID044,P01,C01,"0,90000",0.9
pseudoprofile_FTC_ID044,P01,C02,"0,86000",0.86
pseudoprofile_FTC_ID044,P01,C03,"0,75000",0.75
pseudoprofile_FTC_ID044,P01,C04,"0,87000",0.87
pseudoprofile_FTC_ID044,P01,C05,"0,80000",0.8
pseudoprofile_FTC_ID044,P02,C01,"0,85000",0.85
pseudoprofile_FTC_ID044,P02,C02,"0,83000",0.83
pseudoprofile_FTC_ID044,P02,C03,"0,77000",0.77
pseudoprofile_FTC_ID044,P02,C04,"0,86000",0.86
pseudoprofile_FTC_ID044,P02,C05,"0,79000",0.79
pseudoprofile_FTC_ID044,P03,C01,"0,88000",0.88
pseudoprofile_FTC_ID044,P03,C02,"0,86000",0.86
pseudoprofile_FTC_ID044,P03,C03,"0,80000",0.8
pseudoprofile_FTC_ID044,P03,C04,"0,86000",0.86
pseudoprofile_FTC_ID044,P03,C05,"0,81000",0.81
pseudoprofile_FTC_ID044,P04,C01,"0,86000",0.86
pseudoprofile_FTC_ID044,P04,C02,"0,82000",0.82
pseudoprofile_FTC_ID044,P04,C03,"0,78000",0.78
pseudoprofile_FTC_ID044,P04,C04,"0,85000",0.85
pseudoprofile_FTC_ID044,P04,C05,"0,80000",0.8
pseudoprofile_FTC_ID044,P05,C01,"0,87000",0.87
pseudoprofile_FTC_ID044,P05,C02,"0,82000",0.82
pseudoprofile_FTC_ID044,P05,C03,"0,76000",0.76
pseudoprofile_FTC_ID044,P05,C04,"0,84000",0.84
pseudoprofile_FTC_ID044,P05,C05,"0,79000",0.79
pseudoprofile_FTC_ID014,P01,C01,"0,90000",0.9
pseudoprofile_FTC_ID014,P01,C02,"0,75000",0.75
pseudoprofile_FTC_ID014,P01,C03,"0,60000",0.6
pseudoprofile_FTC_ID014,P01,C04,"0,50000",0.5
pseudoprofile_FTC_ID014,P01,C05,"0,55000",0.55
pseudoprofile_FTC_ID014,P02,C01,"0,40000",0.4
pseudoprofile_FTC_ID014,P02,C02,"0,60000",0.6
pseudoprofile_FTC_ID014,P02,C03,"0,35000",0.35
pseudoprofile_FTC_ID014,P02,C04,"0,50000",0.5
pseudoprofile_FTC_ID014,P02,C05,"0,55000",0.55
pseudoprofile_FTC_ID014,P03,C01,"0,40000",0.4
pseudoprofile_FTC_ID014,P03,C02,"0,52000",0.52
pseudoprofile_FTC_ID014,P03,C03,"0,30000",0.3
pseudoprofile_FTC_ID014,P03,C04,"0,60000",0.6
pseudoprofile_FTC_ID014,P03,C05,"0,50000",0.5
pseudoprofile_FTC_ID014,P04,C01,"0,60000",0.6
pseudoprofile_FTC_ID014,P04,C02,"0,75000",0.75
pseudoprofile_FTC_ID014,P04,C03,"0,30000",0.3
pseudoprofile_FTC_ID014,P04,C04,"0,80000",0.8
pseudoprofile_FTC_ID014,P04,C05,"0,70000",0.7
pseudoprofile_FTC_ID014,P05,C01,"0,15000",0.15
pseudoprofile_FTC_ID014,P05,C02,"0,55000",0.55
pseudoprofile_FTC_ID014,P05,C03,"0,60000",0.6
pseudoprofile_FTC_ID014,P05,C04,"0,65000",0.65
pseudoprofile_FTC_ID014,P05,C05,"0,50000",0.5
pseudoprofile_FTC_ID011,P01,C01,"0,92000",0.92
pseudoprofile_FTC_ID011,P01,C02,"0,60000",0.6
pseudoprofile_FTC_ID011,P01,C03,"0,65000",0.65
pseudoprofile_FTC_ID011,P01,C04,"0,40000",0.4
pseudoprofile_FTC_ID011,P01,C05,"0,35000",0.35
pseudoprofile_FTC_ID011,P01,C06,"0,60000",0.6
pseudoprofile_FTC_ID011,P02,C01,"0,50000",0.5
pseudoprofile_FTC_ID011,P02,C02,"0,92000",0.92
pseudoprofile_FTC_ID011,P02,C03,"0,55000",0.55
pseudoprofile_FTC_ID011,P02,C04,"0,60000",0.6
pseudoprofile_FTC_ID011,P02,C05,"0,40000",0.4
pseudoprofile_FTC_ID011,P02,C06,"0,45000",0.45
pseudoprofile_FTC_ID011,P03,C01,"0,50000",0.5
pseudoprofile_FTC_ID011,P03,C02,"0,55000",0.55
pseudoprofile_FTC_ID011,P03,C03,"0,70000",0.7
pseudoprofile_FTC_ID011,P03,C04,"0,88000",0.88
pseudoprofile_FTC_ID011,P03,C05,"0,45000",0.45
pseudoprofile_FTC_ID011,P03,C06,"0,50000",0.5
pseudoprofile_FTC_ID011,P04,C01,"0,20000",0.2
pseudoprofile_FTC_ID011,P04,C02,"0,60000",0.6
pseudoprofile_FTC_ID011,P04,C03,"0,40000",0.4
pseudoprofile_FTC_ID011,P04,C04,"0,75000",0.75
pseudoprofile_FTC_ID011,P04,C05,"0,30000",0.3
pseudoprofile_FTC_ID011,P04,C06,"0,30000",0.3
pseudoprofile_FTC_ID011,P05,C01,"0,60000",0.6
pseudoprofile_FTC_ID011,P05,C02,"0,40000",0.4
pseudoprofile_FTC_ID011,P05,C03,"0,75000",0.75
pseudoprofile_FTC_ID011,P05,C04,"0,40000",0.4
pseudoprofile_FTC_ID011,P05,C05,"0,70000",0.7
pseudoprofile_FTC_ID011,P05,C06,"0,85000",0.85
pseudoprofile_FTC_ID011,P06,C01,"0,30000",0.3
pseudoprofile_FTC_ID011,P06,C02,"0,50000",0.5
pseudoprofile_FTC_ID011,P06,C03,"0,50000",0.5
pseudoprofile_FTC_ID011,P06,C04,"0,35000",0.35
pseudoprofile_FTC_ID011,P06,C05,"0,80000",0.8
pseudoprofile_FTC_ID011,P06,C06,"0,20000",0.2
pseudoprofile_FTC_ID011,P07,C01,"0,70000",0.7
pseudoprofile_FTC_ID011,P07,C02,"0,70000",0.7
pseudoprofile_FTC_ID011,P07,C03,"0,65000",0.65
pseudoprofile_FTC_ID011,P07,C04,"0,60000",0.6
pseudoprofile_FTC_ID011,P07,C05,"0,60000",0.6
pseudoprofile_FTC_ID011,P07,C06,"0,65000",0.65
pseudoprofile_FTC_ID011,P08,C01,"0,50000",0.5
pseudoprofile_FTC_ID011,P08,C02,"0,50000",0.5
pseudoprofile_FTC_ID011,P08,C03,"0,55000",0.55
pseudoprofile_FTC_ID011,P08,C04,"0,68000",0.68
pseudoprofile_FTC_ID011,P08,C05,"0,60000",0.6
pseudoprofile_FTC_ID011,P08,C06,"0,45000",0.45
pseudoprofile_FTC_ID012,P01,C01,"0,82000",0.82
pseudoprofile_FTC_ID012,P01,C02,"0,85000",0.85
pseudoprofile_FTC_ID012,P01,C03,"0,60000",0.6
pseudoprofile_FTC_ID012,P01,C04,"0,52000",0.52
pseudoprofile_FTC_ID012,P01,C05,"0,55000",0.55
pseudoprofile_FTC_ID012,P01,C06,"0,90000",0.9
pseudoprofile_FTC_ID012,P02,C01,"0,75000",0.75
pseudoprofile_FTC_ID012,P02,C02,"0,80000",0.8
pseudoprofile_FTC_ID012,P02,C03,"0,55000",0.55
pseudoprofile_FTC_ID012,P02,C04,"0,85000",0.85
pseudoprofile_FTC_ID012,P02,C05,"0,50000",0.5
pseudoprofile_FTC_ID012,P02,C06,"0,60000",0.6
pseudoprofile_FTC_ID012,P03,C01,"0,70000",0.7
pseudoprofile_FTC_ID012,P03,C02,"0,65000",0.65
pseudoprofile_FTC_ID012,P03,C03,"0,88000",0.88
pseudoprofile_FTC_ID012,P03,C04,"0,60000",0.6
pseudoprofile_FTC_ID012,P03,C05,"0,65000",0.65
pseudoprofile_FTC_ID012,P03,C06,"0,60000",0.6
pseudoprofile_FTC_ID012,P04,C01,"0,70000",0.7
pseudoprofile_FTC_ID012,P04,C02,"0,95000",0.95
pseudoprofile_FTC_ID012,P04,C03,"0,50000",0.5
pseudoprofile_FTC_ID012,P04,C04,"0,50000",0.5
pseudoprofile_FTC_ID012,P04,C05,"0,88000",0.88
pseudoprofile_FTC_ID012,P04,C06,"0,45000",0.45
pseudoprofile_FTC_ID012,P05,C01,"0,40000",0.4
pseudoprofile_FTC_ID012,P05,C02,"0,60000",0.6
pseudoprofile_FTC_ID012,P05,C03,"0,55000",0.55
pseudoprofile_FTC_ID012,P05,C04,"0,60000",0.6
pseudoprofile_FTC_ID012,P05,C05,"0,65000",0.65
pseudoprofile_FTC_ID012,P05,C06,"0,85000",0.85
pseudoprofile_FTC_ID012,P06,C01,"0,90000",0.9
pseudoprofile_FTC_ID012,P06,C02,"0,70000",0.7
pseudoprofile_FTC_ID012,P06,C03,"0,60000",0.6
pseudoprofile_FTC_ID012,P06,C04,"0,60000",0.6
pseudoprofile_FTC_ID012,P06,C05,"0,60000",0.6
pseudoprofile_FTC_ID012,P06,C06,"0,85000",0.85
pseudoprofile_FTC_ID005,P01,C01,"0,92000",0.92
pseudoprofile_FTC_ID005,P01,C02,"0,85000",0.85
pseudoprofile_FTC_ID005,P01,C03,"0,80000",0.8
pseudoprofile_FTC_ID005,P01,C04,"0,88000",0.88
pseudoprofile_FTC_ID005,P01,C05,"0,82000",0.82
pseudoprofile_FTC_ID005,P01,C06,"0,87000",0.87
pseudoprofile_FTC_ID005,P02,C01,"0,88000",0.88
pseudoprofile_FTC_ID005,P02,C02,"0,78000",0.78
pseudoprofile_FTC_ID005,P02,C03,"0,70000",0.7
pseudoprofile_FTC_ID005,P02,C04,"0,84000",0.84
pseudoprofile_FTC_ID005,P02,C05,"0,76000",0.76
pseudoprofile_FTC_ID005,P02,C06,"0,80000",0.8
pseudoprofile_FTC_ID005,P03,C01,"0,88000",0.88
pseudoprofile_FTC_ID005,P03,C02,"0,80000",0.8
pseudoprofile_FTC_ID005,P03,C03,"0,75000",0.75
pseudoprofile_FTC_ID005,P03,C04,"0,82000",0.82
pseudoprofile_FTC_ID005,P03,C05,"0,70000",0.7
pseudoprofile_FTC_ID005,P03,C06,"0,78000",0.78
pseudoprofile_FTC_ID005,P04,C01,"0,86000",0.86
pseudoprofile_FTC_ID005,P04,C02,"0,78000",0.78
pseudoprofile_FTC_ID005,P04,C03,"0,75000",0.75
pseudoprofile_FTC_ID005,P04,C04,"0,88000",0.88
pseudoprofile_FTC_ID005,P04,C05,"0,82000",0.82
pseudoprofile_FTC_ID005,P04,C06,"0,79000",0.79
pseudoprofile_FTC_ID005,P05,C01,"0,85000",0.85
pseudoprofile_FTC_ID005,P05,C02,"0,79000",0.79
pseudoprofile_FTC_ID005,P05,C03,"0,76000",0.76
pseudoprofile_FTC_ID005,P05,C04,"0,83000",0.83
pseudoprofile_FTC_ID005,P05,C05,"0,77000",0.77
pseudoprofile_FTC_ID005,P05,C06,"0,80000",0.8
pseudoprofile_FTC_ID028,P01,C01,"0,70000",0.7
pseudoprofile_FTC_ID028,P01,C02,"0,25000",0.25
pseudoprofile_FTC_ID028,P01,C03,"0,40000",0.4
pseudoprofile_FTC_ID028,P01,C04,"0,18000",0.18
pseudoprofile_FTC_ID028,P01,C05,"0,20000",0.2
pseudoprofile_FTC_ID028,P01,C06,"0,60000",0.6
pseudoprofile_FTC_ID028,P02,C01,"0,20000",0.2
pseudoprofile_FTC_ID028,P02,C02,"0,75000",0.75
pseudoprofile_FTC_ID028,P02,C03,"0,25000",0.25
pseudoprofile_FTC_ID028,P02,C04,"0,30000",0.3
pseudoprofile_FTC_ID028,P02,C05,"0,15000",0.15
pseudoprofile_FTC_ID028,P02,C06,"0,25000",0.25
pseudoprofile_FTC_ID028,P03,C01,"0,30000",0.3
pseudoprofile_FTC_ID028,P03,C02,"0,20000",0.2
pseudoprofile_FTC_ID028,P03,C03,"0,72000",0.72
pseudoprofile_FTC_ID028,P03,C04,"0,25000",0.25
pseudoprofile_FTC_ID028,P03,C05,"0,25000",0.25
pseudoprofile_FTC_ID028,P03,C06,"0,30000",0.3
pseudoprofile_FTC_ID028,P04,C01,"0,20000",0.2
pseudoprofile_FTC_ID028,P04,C02,"0,15000",0.15
pseudoprofile_FTC_ID028,P04,C03,"0,25000",0.25
pseudoprofile_FTC_ID028,P04,C04,"0,78000",0.78
pseudoprofile_FTC_ID028,P04,C05,"0,20000",0.2
pseudoprofile_FTC_ID028,P04,C06,"0,25000",0.25
pseudoprofile_FTC_ID028,P05,C01,"0,15000",0.15
pseudoprofile_FTC_ID028,P05,C02,"0,30000",0.3
pseudoprofile_FTC_ID028,P05,C03,"0,30000",0.3
pseudoprofile_FTC_ID028,P05,C04,"0,55000",0.55
pseudoprofile_FTC_ID028,P05,C05,"0,55000",0.55
pseudoprofile_FTC_ID028,P05,C06,"0,25000",0.25
pseudoprofile_FTC_ID028,P06,C01,"0,55000",0.55
pseudoprofile_FTC_ID028,P06,C02,"0,25000",0.25
pseudoprofile_FTC_ID028,P06,C03,"0,65000",0.65
pseudoprofile_FTC_ID028,P06,C04,"0,20000",0.2
pseudoprofile_FTC_ID028,P06,C05,"0,25000",0.25
pseudoprofile_FTC_ID028,P06,C06,"0,80000",0.8
pseudoprofile_FTC_ID015,P01,C01,"0,60000",0.6
pseudoprofile_FTC_ID015,P01,C02,"0,45000",0.45
pseudoprofile_FTC_ID015,P01,C03,"0,70000",0.7
pseudoprofile_FTC_ID015,P01,C04,"0,65000",0.65
pseudoprofile_FTC_ID015,P01,C05,"0,80000",0.8
pseudoprofile_FTC_ID015,P01,C06,"0,50000",0.5
pseudoprofile_FTC_ID015,P01,C07,"0,55000",0.55
pseudoprofile_FTC_ID015,P01,C08,"0,40000",0.4
pseudoprofile_FTC_ID015,P02,C01,"0,50000",0.5
pseudoprofile_FTC_ID015,P02,C02,"0,45000",0.45
pseudoprofile_FTC_ID015,P02,C03,"0,70000",0.7
pseudoprofile_FTC_ID015,P02,C04,"0,75000",0.75
pseudoprofile_FTC_ID015,P02,C05,"0,65000",0.65
pseudoprofile_FTC_ID015,P02,C06,"0,60000",0.6
pseudoprofile_FTC_ID015,P02,C07,"0,75000",0.75
pseudoprofile_FTC_ID015,P02,C08,"0,55000",0.55
pseudoprofile_FTC_ID015,P03,C01,"0,50000",0.5
pseudoprofile_FTC_ID015,P03,C02,"0,40000",0.4
pseudoprofile_FTC_ID015,P03,C03,"0,58000",0.58
pseudoprofile_FTC_ID015,P03,C04,"0,70000",0.7
pseudoprofile_FTC_ID015,P03,C05,"0,60000",0.6
pseudoprofile_FTC_ID015,P03,C06,"0,65000",0.65
pseudoprofile_FTC_ID015,P03,C07,"0,78000",0.78
pseudoprofile_FTC_ID015,P03,C08,"0,50000",0.5
pseudoprofile_FTC_ID015,P04,C01,"0,85000",0.85
pseudoprofile_FTC_ID015,P04,C02,"0,45000",0.45
pseudoprofile_FTC_ID015,P04,C03,"0,50000",0.5
pseudoprofile_FTC_ID015,P04,C04,"0,55000",0.55
pseudoprofile_FTC_ID015,P04,C05,"0,38000",0.38
pseudoprofile_FTC_ID015,P04,C06,"0,40000",0.4
pseudoprofile_FTC_ID015,P04,C07,"0,55000",0.55
pseudoprofile_FTC_ID015,P04,C08,"0,30000",0.3
pseudoprofile_FTC_ID015,P05,C01,"0,40000",0.4
pseudoprofile_FTC_ID015,P05,C02,"0,80000",0.8
pseudoprofile_FTC_ID015,P05,C03,"0,75000",0.75
pseudoprofile_FTC_ID015,P05,C04,"0,70000",0.7
pseudoprofile_FTC_ID015,P05,C05,"0,60000",0.6
pseudoprofile_FTC_ID015,P05,C06,"0,65000",0.65
pseudoprofile_FTC_ID015,P05,C07,"0,70000",0.7
pseudoprofile_FTC_ID015,P05,C08,"0,85000",0.85
pseudoprofile_FTC_ID015,P06,C01,"0,70000",0.7
pseudoprofile_FTC_ID015,P06,C02,"0,60000",0.6
pseudoprofile_FTC_ID015,P06,C03,"0,55000",0.55
pseudoprofile_FTC_ID015,P06,C04,"0,78000",0.78
pseudoprofile_FTC_ID015,P06,C05,"0,72000",0.72
pseudoprofile_FTC_ID015,P06,C06,"0,75000",0.75
pseudoprofile_FTC_ID015,P06,C07,"0,80000",0.8
pseudoprofile_FTC_ID015,P06,C08,"0,65000",0.65
pseudoprofile_FTC_ID032,P01,C01,"0,65000",0.65
pseudoprofile_FTC_ID032,P01,C02,"0,55000",0.55
pseudoprofile_FTC_ID032,P01,C03,"0,40000",0.4
pseudoprofile_FTC_ID032,P01,C04,"0,75000",0.75
pseudoprofile_FTC_ID032,P01,C05,"0,60000",0.6
pseudoprofile_FTC_ID032,P01,C06,"0,65000",0.65
pseudoprofile_FTC_ID032,P02,C01,"0,50000",0.5
pseudoprofile_FTC_ID032,P02,C02,"0,70000",0.7
pseudoprofile_FTC_ID032,P02,C03,"0,40000",0.4
pseudoprofile_FTC_ID032,P02,C04,"0,65000",0.65
pseudoprofile_FTC_ID032,P02,C05,"0,66000",0.66
pseudoprofile_FTC_ID032,P02,C06,"0,55000",0.55
pseudoprofile_FTC_ID032,P03,C01,"0,45000",0.45
pseudoprofile_FTC_ID032,P03,C02,"0,60000",0.6
pseudoprofile_FTC_ID032,P03,C03,"0,75000",0.75
pseudoprofile_FTC_ID032,P03,C04,"0,65000",0.65
pseudoprofile_FTC_ID032,P03,C05,"0,50000",0.5
pseudoprofile_FTC_ID032,P03,C06,"0,40000",0.4
pseudoprofile_FTC_ID032,P04,C01,"0,40000",0.4
pseudoprofile_FTC_ID032,P04,C02,"0,50000",0.5
pseudoprofile_FTC_ID032,P04,C03,"0,60000",0.6
pseudoprofile_FTC_ID032,P04,C04,"0,70000",0.7
pseudoprofile_FTC_ID032,P04,C05,"0,65000",0.65
pseudoprofile_FTC_ID032,P04,C06,"0,55000",0.55
pseudoprofile_FTC_ID032,P05,C01,"0,40000",0.4
pseudoprofile_FTC_ID032,P05,C02,"0,60000",0.6
pseudoprofile_FTC_ID032,P05,C03,"0,50000",0.5
pseudoprofile_FTC_ID032,P05,C04,"0,75000",0.75
pseudoprofile_FTC_ID032,P05,C05,"0,70000",0.7
pseudoprofile_FTC_ID032,P05,C06,"0,60000",0.6
pseudoprofile_FTC_ID032,P06,C01,"0,50000",0.5
pseudoprofile_FTC_ID032,P06,C02,"0,65000",0.65
pseudoprofile_FTC_ID032,P06,C03,"0,65000",0.65
pseudoprofile_FTC_ID032,P06,C04,"0,80000",0.8
pseudoprofile_FTC_ID032,P06,C05,"0,60000",0.6
pseudoprofile_FTC_ID032,P06,C06,"0,70000",0.7
pseudoprofile_FTC_ID019,P01,C01,"0,80000",0.8
pseudoprofile_FTC_ID019,P01,C02,"0,75000",0.75
pseudoprofile_FTC_ID019,P01,C04,"0,55000",0.55
pseudoprofile_FTC_ID019,P01,C05,"0,60000",0.6
pseudoprofile_FTC_ID019,P01,C06,"0,65000",0.65
pseudoprofile_FTC_ID019,P02,C01,"0,78000",0.78
pseudoprofile_FTC_ID019,P02,C02,"0,74000",0.74
pseudoprofile_FTC_ID019,P02,C04,"0,70000",0.7
pseudoprofile_FTC_ID019,P02,C05,"0,68000",0.68
pseudoprofile_FTC_ID019,P02,C06,"0,72000",0.72
pseudoprofile_FTC_ID019,P03,C01,"0,90000",0.9
pseudoprofile_FTC_ID019,P03,C02,"0,85000",0.85
pseudoprofile_FTC_ID019,P03,C04,"0,88000",0.88
pseudoprofile_FTC_ID019,P03,C05,"0,86000",0.86
pseudoprofile_FTC_ID019,P03,C06,"0,84000",0.84
pseudoprofile_FTC_ID019,P04,C01,"0,70000",0.7
pseudoprofile_FTC_ID019,P04,C02,"0,75000",0.75
pseudoprofile_FTC_ID019,P04,C04,"0,73000",0.73
pseudoprofile_FTC_ID019,P04,C05,"0,71000",0.71
pseudoprofile_FTC_ID019,P04,C06,"0,74000",0.74
pseudoprofile_FTC_ID002,P01,C01,"0,70000",0.7
pseudoprofile_FTC_ID002,P01,C02,"0,65000",0.65
pseudoprofile_FTC_ID002,P01,C03,"0,76000",0.76
pseudoprofile_FTC_ID002,P01,C04,"0,70000",0.7
pseudoprofile_FTC_ID002,P01,C05,"0,64000",0.64
pseudoprofile_FTC_ID002,P01,C06,"0,66000",0.66
pseudoprofile_FTC_ID002,P02,C01,"0,78000",0.78
pseudoprofile_FTC_ID002,P02,C02,"0,72000",0.72
pseudoprofile_FTC_ID002,P02,C03,"0,75000",0.75
pseudoprofile_FTC_ID002,P02,C04,"0,80000",0.8
pseudoprofile_FTC_ID002,P02,C05,"0,56000",0.56
pseudoprofile_FTC_ID002,P02,C06,"0,62000",0.62
pseudoprofile_FTC_ID002,P03,C01,"0,90000",0.9
pseudoprofile_FTC_ID002,P03,C02,"0,85000",0.85
pseudoprofile_FTC_ID002,P03,C03,"0,70000",0.7
pseudoprofile_FTC_ID002,P03,C04,"0,88000",0.88
pseudoprofile_FTC_ID002,P03,C05,"0,82000",0.82
pseudoprofile_FTC_ID002,P03,C06,"0,64000",0.64
pseudoprofile_FTC_ID002,P04,C01,"0,42000",0.42
pseudoprofile_FTC_ID002,P04,C02,"0,38000",0.38
pseudoprofile_FTC_ID002,P04,C03,"0,43000",0.43
pseudoprofile_FTC_ID002,P04,C04,"0,52000",0.52
pseudoprofile_FTC_ID002,P04,C05,"0,60000",0.6
pseudoprofile_FTC_ID002,P04,C06,"0,41000",0.41
pseudoprofile_FTC_ID002,P05,C01,"0,56000",0.56
pseudoprofile_FTC_ID002,P05,C02,"0,62000",0.62
pseudoprofile_FTC_ID002,P05,C03,"0,65000",0.65
pseudoprofile_FTC_ID002,P05,C04,"0,48000",0.48
pseudoprofile_FTC_ID002,P05,C05,"0,77000",0.77
pseudoprofile_FTC_ID002,P05,C06,"0,52000",0.52
pseudoprofile_FTC_ID002,P06,C01,"0,64000",0.64
pseudoprofile_FTC_ID002,P06,C02,"0,60000",0.6
pseudoprofile_FTC_ID002,P06,C03,"0,78000",0.78
pseudoprofile_FTC_ID002,P06,C04,"0,72000",0.72
pseudoprofile_FTC_ID002,P06,C05,"0,56000",0.56
pseudoprofile_FTC_ID002,P06,C06,"0,80000",0.8
pseudoprofile_FTC_ID035,P01,C01,"0,90000",0.9
pseudoprofile_FTC_ID035,P01,C02,"0,85000",0.85
pseudoprofile_FTC_ID035,P01,C03,"0,50000",0.5
pseudoprofile_FTC_ID035,P01,C04,"0,80000",0.8
pseudoprofile_FTC_ID035,P01,C05,"0,75000",0.75
pseudoprofile_FTC_ID035,P01,C06,"0,70000",0.7
pseudoprofile_FTC_ID035,P02,C01,"0,50000",0.5
pseudoprofile_FTC_ID035,P02,C02,"0,90000",0.9
pseudoprofile_FTC_ID035,P02,C03,"0,60000",0.6
pseudoprofile_FTC_ID035,P02,C04,"0,75000",0.75
pseudoprofile_FTC_ID035,P02,C05,"0,40000",0.4
pseudoprofile_FTC_ID035,P02,C06,"0,80000",0.8
pseudoprofile_FTC_ID035,P03,C01,"0,60000",0.6
pseudoprofile_FTC_ID035,P03,C02,"0,50000",0.5
pseudoprofile_FTC_ID035,P03,C03,"0,70000",0.7
pseudoprofile_FTC_ID035,P03,C04,"0,65000",0.65
pseudoprofile_FTC_ID035,P03,C05,"0,45000",0.45
pseudoprofile_FTC_ID035,P03,C06,"0,55000",0.55
pseudoprofile_FTC_ID035,P04,C01,"0,45000",0.45
pseudoprofile_FTC_ID035,P04,C02,"0,40000",0.4
pseudoprofile_FTC_ID035,P04,C03,"0,50000",0.5
pseudoprofile_FTC_ID035,P04,C04,"0,55000",0.55
pseudoprofile_FTC_ID035,P04,C05,"0,50000",0.5
pseudoprofile_FTC_ID035,P04,C06,"0,60000",0.6
pseudoprofile_FTC_ID035,P05,C01,"0,70000",0.7
pseudoprofile_FTC_ID035,P05,C02,"0,65000",0.65
pseudoprofile_FTC_ID035,P05,C03,"0,55000",0.55
pseudoprofile_FTC_ID035,P05,C04,"0,60000",0.6
pseudoprofile_FTC_ID035,P05,C05,"0,70000",0.7
pseudoprofile_FTC_ID035,P05,C06,"0,55000",0.55
pseudoprofile_FTC_ID034,P01,C01,"0,35000",0.35
pseudoprofile_FTC_ID034,P01,C02,"0,40000",0.4
pseudoprofile_FTC_ID034,P01,C03,"0,70000",0.7
pseudoprofile_FTC_ID034,P01,C04,"0,60000",0.6
pseudoprofile_FTC_ID034,P01,C05,"0,50000",0.5
pseudoprofile_FTC_ID034,P01,C06,"0,55000",0.55
pseudoprofile_FTC_ID034,P01,C07,"0,60000",0.6
pseudoprofile_FTC_ID034,P02,C01,"0,25000",0.25
pseudoprofile_FTC_ID034,P02,C02,"0,45000",0.45
pseudoprofile_FTC_ID034,P02,C03,"0,65000",0.65
pseudoprofile_FTC_ID034,P02,C04,"0,60000",0.6
pseudoprofile_FTC_ID034,P02,C05,"0,65000",0.65
pseudoprofile_FTC_ID034,P02,C06,"0,70000",0.7
pseudoprofile_FTC_ID034,P02,C07,"0,60000",0.6
pseudoprofile_FTC_ID034,P03,C01,"0,60000",0.6
pseudoprofile_FTC_ID034,P03,C02,"0,65000",0.65
pseudoprofile_FTC_ID034,P03,C03,"0,40000",0.4
pseudoprofile_FTC_ID034,P03,C04,"0,50000",0.5
pseudoprofile_FTC_ID034,P03,C05,"0,60000",0.6
pseudoprofile_FTC_ID034,P03,C06,"0,55000",0.55
pseudoprofile_FTC_ID034,P03,C07,"0,60000",0.6
pseudoprofile_FTC_ID034,P04,C01,"0,70000",0.7
pseudoprofile_FTC_ID034,P04,C02,"0,60000",0.6
pseudoprofile_FTC_ID034,P04,C03,"0,65000",0.65
pseudoprofile_FTC_ID034,P04,C04,"0,70000",0.7
pseudoprofile_FTC_ID034,P04,C05,"0,45000",0.45
pseudoprofile_FTC_ID034,P04,C06,"0,50000",0.5
pseudoprofile_FTC_ID034,P04,C07,"0,65000",0.65
pseudoprofile_FTC_ID034,P05,C01,"0,55000",0.55
pseudoprofile_FTC_ID034,P05,C02,"0,60000",0.6
pseudoprofile_FTC_ID034,P05,C03,"0,50000",0.5
pseudoprofile_FTC_ID034,P05,C04,"0,60000",0.6
pseudoprofile_FTC_ID034,P05,C05,"0,75000",0.75
pseudoprofile_FTC_ID034,P05,C06,"0,60000",0.6
pseudoprofile_FTC_ID034,P05,C07,"0,50000",0.5
pseudoprofile_FTC_ID034,P06,C01,"0,55000",0.55
pseudoprofile_FTC_ID034,P06,C02,"0,58000",0.58
pseudoprofile_FTC_ID034,P06,C03,"0,70000",0.7
pseudoprofile_FTC_ID034,P06,C04,"0,65000",0.65
pseudoprofile_FTC_ID034,P06,C05,"0,60000",0.6
pseudoprofile_FTC_ID034,P06,C06,"0,60000",0.6
pseudoprofile_FTC_ID034,P06,C07,"0,68000",0.68
pseudoprofile_FTC_ID034,P07,C01,"0,50000",0.5
pseudoprofile_FTC_ID034,P07,C02,"0,60000",0.6
pseudoprofile_FTC_ID034,P07,C03,"0,65000",0.65
pseudoprofile_FTC_ID034,P07,C04,"0,60000",0.6
pseudoprofile_FTC_ID034,P07,C05,"0,58000",0.58
pseudoprofile_FTC_ID034,P07,C06,"0,62000",0.62
pseudoprofile_FTC_ID034,P07,C07,"0,72000",0.72
