pseudoprofile_id,predictor_var_id,criterion_var_id,relevance_score_0_1_comma5,relevance_score_0_1_float
pseudoprofile_FTC_ID007,P02,C06,"0,40000",0.4
pseudoprofile_FTC_ID007,P03,C01,"0,70000",0.7
pseudoprofile_FTC_ID007,P03,C02,"0,90000",0.9
pseudoprofile_FTC_ID007,P03,C03,"0,95000",0.95
pseudoprofile_FTC_ID007,P03,C04,"0,75000",0.75
pseudoprofile_FTC_ID007,P03,C05,"0,30000",0.3
pseudoprofile_FTC_ID007,P03,C06,"0,20000",0.2
pseudoprofile_FTC_ID007,P04,C01,"0,60000",0.6
pseudoprofile_FTC_ID007,P04,C02,"0,60000",0.6
pseudoprofile_FTC_ID007,P04,C03,"0,50000",0.5
pseudoprofile_FTC_ID007,P04,C04,"0,90000",0.9
pseudoprofile_FTC_ID007,P04,C05,"0,30000",0.3
pseudoprofile_FTC_ID007,P04,C06,"0,30000",0.3
pseudoprofile_FTC_ID007,P05,C01,"0,78000",0.78
pseudoprofile_FTC_ID007,P05,C02,"0,60000",0.6
pseudoprofile_FTC_ID007,P05,C03,"0,40000",0.4
pseudoprofile_FTC_ID007,P05,C04,"0,30000",0.3
pseudoprofile_FTC_ID007,P05,C05,"0,90000",0.9
pseudoprofile_FTC_ID007,P05,C06,"0,80000",0.8
pseudoprofile_FTC_ID007,P06,C01,"0,50000",0.5
pseudoprofile_FTC_ID007,P06,C02,"0,40000",0.4
pseudoprofile_FTC_ID007,P06,C03,"0,35000",0.35
pseudoprofile_FTC_ID007,P06,C04,"0,30000",0.3
pseudoprofile_FTC_ID007,P06,C05,"0,70000",0.7
pseudoprofile_FTC_ID007,P06,C06,"0,95000",0.95
pseudoprofile_FTC_ID007,P07,C01,"0,80000",0.8
pseudoprofile_FTC_ID007,P07,C02,"0,65000",0.65
pseudoprofile_FTC_ID007,P07,C03,"0,50000",0.5
pseudoprofile_FTC_ID007,P07,C04,"0,45000",0.45
pseudoprofile_FTC_ID007,P07,C05,"0,50000",0.5
pseudoprofile_FTC_ID007,P07,C06,"0,45000",0.45
pseudoprofile_FTC_ID007,P08,C01,"0,60000",0.6
pseudoprofile_FTC_ID007,P08,C02,"0,50000",0.5
pseudoprofile_FTC_ID007,P08,C03,"0,55000",0.55
pseudoprofile_FTC_ID007,P08,C04,"0,40000",0.4
pseudoprofile_FTC_ID007,P08,C05,"0,40000",0.4
pseudoprofile_FTC_ID007,P08,C06,"0,20000",0.2
pseudoprofile_FTC_ID007,P09,C01,"0,75000",0.75
pseudoprofile_FTC_ID007,P09,C02,"0,70000",0.7
pseudoprofile_FTC_ID007,P09,C03,"0,45000",0.45
pseudoprofile_FTC_ID007,P09,C04,"0,35000",0.35
pseudoprofile_FTC_ID007,P09,C05,"0,50000",0.5
pseudoprofile_FTC_ID007,P09,C06,"0,50000",0.5
